"team","group_team","opp_team","group_opp_team","match_num_quarter","simulation"
"Colombia","2","France","4","1","549"
"Spain","6","England","7","2","549"
"Wales","1","Brazil","3","3","549"
"Morocco","5","Italy","7","4","549"
"Poland","1","Croatia","3","1","550"
"Belgium","6","Nigeria","7","2","550"
"Italy","1","Argentina","3","3","550"
"Brazil","5","France","7","4","550"
"Senegal","2","Belgium","3","1","551"
"Brazil","6","Spain","8","2","551"
"Wales","1","Croatia","3","3","551"
"France","6","Italy","8","4","551"
"Colombia","1","Mexico","3","1","552"
"Germany","6","Belgium","8","2","552"
"Senegal","2","Denmark","3","3","552"
"France","6","Netherlands","7","4","552"
"Portugal","2","Denmark","3","1","553"
"Spain","6","Senegal","8","2","553"
"Netherlands","2","Brazil","3","3","553"
"Switzerland","6","France","8","4","553"
"Germany","2","France","4","1","554"
"Wales","6","Brazil","8","2","554"
"United States","1","Uruguay","3","3","554"
"Mexico","5","Denmark","7","4","554"
"Morocco","2","Netherlands","3","1","555"
"France","6","Poland","8","2","555"
"Japan","2","Mexico","4","3","555"
"Colombia","6","Spain","7","4","555"
"Germany","1","Brazil","4","1","556"
"Chile","5","Mexico","8","2","556"
"Switzerland","1","Netherlands","4","3","556"
"Italy","5","France","8","4","556"
"Netherlands","2","England","4","1","557"
"Italy","6","Belgium","8","2","557"
"France","1","Korea Republic","4","3","557"
"Spain","6","Denmark","7","4","557"
"Italy","2","Portugal","4","1","558"
"Denmark","6","Wales","8","2","558"
"England","1","Korea Republic","4","3","558"
"Algeria","6","Switzerland","7","4","558"
"Tunisia","2","Mexico","4","1","559"
"Jamaica","6","Netherlands","7","2","559"
"Belgium","1","Spain","4","3","559"
"Italy","6","Denmark","7","4","559"
"Wales","2","Japan","4","1","560"
"Italy","5","Argentina","8","2","560"
"Brazil","1","France","3","3","560"
"England","6","Germany","8","4","560"
"Uruguay","1","Mexico","3","1","561"
"Japan","6","Netherlands","7","2","561"
"Switzerland","1","Germany","4","3","561"
"Denmark","5","Italy","8","4","561"
"Uruguay","1","England","4","1","562"
"Belgium","6","Korea Republic","8","2","562"
"Portugal","2","Netherlands","4","3","562"
"Brazil","5","France","8","4","562"
"Italy","2","Belgium","4","1","563"
"Uruguay","5","Chile","8","2","563"
"Croatia","1","Netherlands","4","3","563"
"Wales","5","France","8","4","563"
"Croatia","1","Brazil","4","1","564"
"Colombia","5","Portugal","8","2","564"
"France","1","Denmark","3","3","564"
"Belgium","5","Germany","8","4","564"
"Korea Republic","2","Brazil","4","1","565"
"Iran","5","Uruguay","7","2","565"
"France","2","Argentina","3","3","565"
"Colombia","6","Switzerland","8","4","565"
"Germany","1","Poland","4","1","566"
"Uruguay","5","Netherlands","8","2","566"
"Spain","2","Iran","3","3","566"
"Belgium","5","Italy","8","4","566"
"Belgium","1","France","3","1","567"
"Japan","6","Brazil","8","2","567"
"Germany","2","England","4","3","567"
"Argentina","5","Netherlands","7","4","567"
"Netherlands","1","Japan","3","1","568"
"Colombia","6","Denmark","7","2","568"
"Argentina","1","Uruguay","3","3","568"
"Spain","6","Portugal","7","4","568"
"Brazil","1","Uruguay","4","1","569"
"Portugal","6","Italy","8","2","569"
"Mexico","2","Iran","3","3","569"
"Croatia","5","Colombia","8","4","569"
"Croatia","1","England","4","1","570"
"Belgium","6","Italy","8","2","570"
"Portugal","2","Argentina","3","3","570"
"France","5","Brazil","7","4","570"
"Uruguay","2","Spain","3","1","571"
"Denmark","5","Italy","8","2","571"
"Qatar","1","Argentina","3","3","571"
"Brazil","5","Belgium","8","4","571"
"Switzerland","1","Wales","4","1","572"
"England","6","Portugal","8","2","572"
"Korea Republic","1","Denmark","3","3","572"
"Germany","6","Spain","7","4","572"
"Denmark","1","France","3","1","573"
"Brazil","6","Portugal","7","2","573"
"Germany","1","Belgium","4","3","573"
"Poland","6","Chile","8","4","573"
"Argentina","1","Spain","4","1","574"
"Uruguay","5","United States","8","2","574"
"Italy","1","Brazil","4","3","574"
"Iran","5","Germany","7","4","574"
"Netherlands","1","Spain","3","1","575"
"Germany","6","Mexico","7","2","575"
"England","1","Algeria","4","3","575"
"Belgium","6","France","7","4","575"
"Brazil","1","Belgium","4","1","576"
"Spain","5","France","8","2","576"
"Chile","2","England","3","3","576"
"Iran","5","Colombia","8","4","576"
"Nigeria","1","Japan","3","1","577"
"France","5","Italy","8","2","577"
"Algeria","2","Portugal","3","3","577"
"Korea Republic","5","Brazil","8","4","577"
"Mexico","1","Netherlands","3","1","578"
"Poland","5","Uruguay","7","2","578"
"Brazil","1","Spain","3","3","578"
"Portugal","5","Argentina","7","4","578"
"Uruguay","1","France","4","1","579"
"Belgium","6","Netherlands","7","2","579"
"Senegal","1","Croatia","3","3","579"
"Australia","6","Portugal","8","4","579"
"Belgium","1","Portugal","3","1","580"
"France","5","Germany","7","2","580"
"Morocco","1","Mexico","3","3","580"
"Croatia","5","Argentina","7","4","580"
"Netherlands","1","England","3","1","581"
"France","6","Australia","7","2","581"
"Spain","1","Brazil","3","3","581"
"Uruguay","5","Argentina","8","4","581"
"Croatia","2","England","4","1","582"
"Brazil","6","Netherlands","8","2","582"
"Qatar","1","Colombia","4","3","582"
"Germany","6","Belgium","8","4","582"
"Belgium","2","Brazil","4","1","583"
"Portugal","6","Chile","8","2","583"
"Mexico","1","Japan","3","3","583"
"Spain","6","France","7","4","583"
"Denmark","2","Germany","4","1","584"
"Portugal","5","Netherlands","7","2","584"
"Brazil","1","Spain","3","3","584"
"France","5","Uruguay","8","4","584"
"Germany","2","Iran","4","1","585"
"Uruguay","5","Italy","7","2","585"
"Costa Rica","1","Brazil","4","3","585"
"England","6","Belgium","7","4","585"
"Colombia","1","Belgium","3","1","586"
"Brazil","6","Italy","8","2","586"
"Portugal","1","France","3","3","586"
"Japan","6","Spain","7","4","586"
"Costa Rica","2","Brazil","3","1","587"
"Portugal","5","Italy","8","2","587"
"Switzerland","1","Spain","4","3","587"
"Korea Republic","5","Belgium","8","4","587"
"Italy","1","England","4","1","588"
"Spain","6","France","8","2","588"
"Qatar","2","Brazil","4","3","588"
"Belgium","6","Colombia","8","4","588"
"Germany","2","Tunisia","4","1","589"
"Costa Rica","5","Brazil","8","2","589"
"Argentina","1","France","3","3","589"
"Belgium","5","Uruguay","7","4","589"
"Netherlands","1","Argentina","4","1","590"
"Spain","5","Switzerland","8","2","590"
"Croatia","1","Portugal","4","3","590"
"England","5","Iran","7","4","590"
"Croatia","2","England","3","1","591"
"Chile","5","Spain","8","2","591"
"Nigeria","1","Korea Republic","4","3","591"
"France","6","Belgium","7","4","591"
"Switzerland","1","Belgium","3","1","592"
"Australia","6","Spain","7","2","592"
"Qatar","1","Germany","4","3","592"
"Croatia","6","Korea Republic","7","4","592"
"Uruguay","2","Spain","4","1","593"
"Germany","5","Brazil","7","2","593"
"England","1","Senegal","4","3","593"
"Colombia","5","Croatia","7","4","593"
"United States","1","Portugal","3","1","594"
"Poland","5","Spain","7","2","594"
"Brazil","1","Germany","3","3","594"
"England","5","Italy","7","4","594"
"Netherlands","1","Italy","3","1","595"
"Switzerland","6","Belgium","7","2","595"
"Mexico","1","France","3","3","595"
"Portugal","5","Denmark","7","4","595"
"Qatar","1","Portugal","4","1","596"
"Spain","6","England","8","2","596"
"Germany","1","Uruguay","4","3","596"
"Mexico","5","Iran","7","4","596"
"Uruguay","2","Croatia","3","1","597"
"Italy","5","Korea Republic","8","2","597"
"Morocco","2","Belgium","3","3","597"
"Iran","6","Costa Rica","8","4","597"
"Switzerland","2","Chile","4","1","598"
"Algeria","5","Germany","8","2","598"
"Brazil","1","Poland","3","3","598"
"Argentina","6","Spain","8","4","598"
"Australia","1","Korea Republic","4","1","599"
"Portugal","6","England","7","2","599"
"Spain","2","Germany","4","3","599"
"Belgium","6","Chile","8","4","599"
"Qatar","1","Italy","4","1","600"
"France","6","Denmark","7","2","600"
"Korea Republic","1","Argentina","4","3","600"
"Spain","6","Portugal","8","4","600"
"Japan","2","Tunisia","4","1","601"
"Algeria","6","Netherlands","8","2","601"
"Belgium","1","Spain","3","3","601"
"Argentina","5","England","7","4","601"
"Mexico","1","Brazil","4","1","602"
"Spain","5","Italy","7","2","602"
"Portugal","2","Germany","3","3","602"
"Japan","5","France","8","4","602"
"Mexico","1","Brazil","4","1","603"
"Uruguay","6","Portugal","7","2","603"
"Iran","1","Belgium","3","3","603"
"France","6","Italy","8","4","603"
"Japan","1","England","4","1","604"
"Chile","6","Brazil","8","2","604"
"France","2","Germany","4","3","604"
"Argentina","5","Wales","7","4","604"
"Germany","1","Italy","3","1","605"
"Mexico","5","Netherlands","8","2","605"
"Brazil","1","Senegal","3","3","605"
"Portugal","5","France","7","4","605"
"Netherlands","1","Germany","4","1","606"
"Mexico","6","Portugal","7","2","606"
"Tunisia","1","Argentina","4","3","606"
"Chile","6","Japan","8","4","606"
"Qatar","1","Argentina","3","1","607"
"France","5","Mexico","8","2","607"
"Brazil","1","Germany","4","3","607"
"Denmark","5","Spain","8","4","607"
"Brazil","1","Spain","3","1","608"
"Uruguay","5","Portugal","8","2","608"
"Netherlands","2","Italy","3","3","608"
"France","6","Mexico","7","4","608"
"Iran","1","Denmark","3","1","609"
"Argentina","6","Portugal","7","2","609"
"France","1","Brazil","3","3","609"
"Switzerland","6","Croatia","8","4","609"
"England","1","Brazil","3","1","610"
"Spain","5","Poland","8","2","610"
"Netherlands","1","Mexico","4","3","610"
"United States","5","Colombia","8","4","610"
"Denmark","2","Poland","3","1","611"
"France","6","Mexico","8","2","611"
"Qatar","1","Belgium","3","3","611"
"Brazil","5","Wales","7","4","611"
"Germany","1","Portugal","3","1","612"
"Brazil","6","Switzerland","8","2","612"
"Spain","2","France","4","3","612"
"Korea Republic","6","Belgium","7","4","612"
"France","1","Brazil","4","1","613"
"Argentina","6","Colombia","7","2","613"
"Switzerland","1","Belgium","3","3","613"
"Portugal","5","England","8","4","613"
"Brazil","1","Belgium","4","1","614"
"Iran","6","Denmark","8","2","614"
"Mexico","1","United States","3","3","614"
"Croatia","6","Portugal","7","4","614"
"England","1","France","4","1","615"
"Netherlands","6","Italy","7","2","615"
"Costa Rica","2","Chile","4","3","615"
"Belgium","5","Spain","8","4","615"
"Italy","1","England","3","1","616"
"Argentina","6","Brazil","8","2","616"
"Korea Republic","1","Portugal","4","3","616"
"Netherlands","6","Poland","8","4","616"
"Germany","2","Denmark","4","1","617"
"Algeria","5","Netherlands","7","2","617"
"Mexico","1","Italy","4","3","617"
"England","5","Brazil","7","4","617"
"Nigeria","1","Chile","3","1","618"
"Spain","6","Denmark","8","2","618"
"Germany","1","Colombia","4","3","618"
"Australia","5","Portugal","7","4","618"
"Mexico","1","Iran","3","1","619"
"Brazil","6","France","7","2","619"
"Australia","1","United States","3","3","619"
"Denmark","6","Argentina","8","4","619"
"Italy","1","Algeria","3","1","620"
"Spain","6","Denmark","7","2","620"
"Germany","2","Switzerland","4","3","620"
"Senegal","6","Portugal","7","4","620"
"Spain","2","Switzerland","4","1","621"
"Argentina","6","Uruguay","7","2","621"
"Denmark","2","Brazil","3","3","621"
"Germany","5","Portugal","7","4","621"
"Korea Republic","1","France","3","1","622"
"Morocco","6","Argentina","7","2","622"
"Germany","1","Mexico","3","3","622"
"Belgium","6","Italy","7","4","622"
"Jamaica","2","England","4","1","623"
"Mexico","5","Belgium","8","2","623"
"Denmark","1","France","3","3","623"
"Argentina","6","Wales","8","4","623"
"Denmark","2","France","4","1","624"
"England","6","Portugal","8","2","624"
"Brazil","1","Korea Republic","3","3","624"
"Belgium","6","Spain","7","4","624"
"Italy","1","Spain","4","1","625"
"Chile","6","Croatia","7","2","625"
"Argentina","1","England","3","3","625"
"Mexico","5","Portugal","7","4","625"
"Germany","2","Colombia","4","1","626"
"France","6","Brazil","7","2","626"
"Croatia","1","Portugal","3","3","626"
"Spain","6","Iran","8","4","626"
"Denmark","2","Colombia","4","1","627"
"Portugal","5","Argentina","8","2","627"
"Brazil","1","France","3","3","627"
"Italy","5","Netherlands","8","4","627"
"Portugal","2","France","4","1","628"
"Argentina","6","Mexico","7","2","628"
"Qatar","1","Spain","4","3","628"
"Chile","5","Brazil","8","4","628"
"Uruguay","1","Argentina","3","1","629"
"Brazil","5","Portugal","7","2","629"
"Mexico","1","Belgium","4","3","629"
"Denmark","6","Germany","8","4","629"
"France","1","Croatia","4","1","630"
"England","6","Netherlands","7","2","630"
"Germany","2","Brazil","3","3","630"
"Colombia","5","Belgium","7","4","630"
"England","1","Brazil","4","1","631"
"Spain","6","Uruguay","8","2","631"
"Tunisia","1","Belgium","3","3","631"
"Argentina","6","France","8","4","631"
"Argentina","1","Germany","4","1","632"
"Spain","5","England","8","2","632"
"Chile","2","Brazil","3","3","632"
"Uruguay","5","Italy","8","4","632"
"Algeria","2","Portugal","3","1","633"
"Argentina","5","France","8","2","633"
"Croatia","1","Uruguay","3","3","633"
"Netherlands","5","Italy","7","4","633"
"Algeria","2","Spain","4","1","634"
"Portugal","6","England","8","2","634"
"Belgium","1","Netherlands","3","3","634"
"France","5","Brazil","8","4","634"
"Italy","1","Algeria","3","1","635"
"Belgium","5","Switzerland","8","2","635"
"Portugal","2","Spain","4","3","635"
"Japan","5","France","7","4","635"
"Italy","2","Belgium","4","1","636"
"Denmark","5","Portugal","8","2","636"
"Qatar","1","Uruguay","4","3","636"
"Chile","5","Switzerland","7","4","636"
"Colombia","1","Portugal","3","1","637"
"Australia","6","Uruguay","7","2","637"
"France","1","Argentina","3","3","637"
"Brazil","5","Belgium","8","4","637"
"Uruguay","1","Denmark","3","1","638"
"England","6","Italy","7","2","638"
"Brazil","1","Mexico","3","3","638"
"Senegal","5","Argentina","8","4","638"
"Netherlands","1","Belgium","4","1","639"
"Colombia","6","Korea Republic","8","2","639"
"France","1","Spain","3","3","639"
"Portugal","5","Germany","8","4","639"
"Wales","2","Belgium","4","1","640"
"France","5","Portugal","7","2","640"
"Argentina","1","England","3","3","640"
"Netherlands","6","Mexico","7","4","640"
"Brazil","1","France","4","1","641"
"England","5","Switzerland","8","2","641"
"Costa Rica","2","Portugal","4","3","641"
"Mexico","6","Belgium","7","4","641"
"Switzerland","2","Senegal","3","1","642"
"Brazil","6","England","8","2","642"
"Spain","2","Portugal","3","3","642"
"France","5","Argentina","7","4","642"
"Netherlands","1","Portugal","4","1","643"
"Brazil","6","Korea Republic","7","2","643"
"Chile","2","Wales","4","3","643"
"Italy","5","Belgium","8","4","643"
"Netherlands","2","Uruguay","4","1","644"
"France","6","Belgium","7","2","644"
"Colombia","2","Poland","4","3","644"
"Australia","6","Italy","8","4","644"
"United States","2","Uruguay","4","1","645"
"Netherlands","5","Portugal","7","2","645"
"Australia","2","Jamaica","4","3","645"
"Brazil","6","Wales","7","4","645"
"Brazil","1","Portugal","3","1","646"
"Switzerland","6","France","8","2","646"
"Germany","2","Denmark","3","3","646"
"Uruguay","5","Italy","7","4","646"
"Mexico","1","Switzerland","4","1","647"
"Argentina","6","Croatia","7","2","647"
"Poland","1","England","3","3","647"
"Portugal","6","Belgium","7","4","647"
"Denmark","1","Netherlands","4","1","648"
"Uruguay","6","Iran","7","2","648"
"Senegal","1","France","3","3","648"
"Korea Republic","6","Belgium","7","4","648"
"Netherlands","1","Argentina","4","1","649"
"France","6","Spain","8","2","649"
"Wales","1","Portugal","4","3","649"
"Germany","6","Colombia","7","4","649"
"France","1","Spain","3","1","650"
"Portugal","6","Colombia","7","2","650"
"Croatia","1","Uruguay","3","3","650"
"Brazil","6","Denmark","7","4","650"
"Croatia","2","Netherlands","3","1","651"
"Portugal","6","Brazil","7","2","651"
"France","1","Switzerland","4","3","651"
"Italy","6","Denmark","7","4","651"
"Brazil","1","Colombia","4","1","652"
"Germany","5","Japan","7","2","652"
"Netherlands","1","Poland","4","3","652"
"Uruguay","5","Morocco","7","4","652"
"Germany","1","Brazil","4","1","653"
"Australia","5","Italy","8","2","653"
"Switzerland","1","France","4","3","653"
"Croatia","5","Spain","8","4","653"
"Italy","1","Belgium","3","1","654"
"Japan","5","England","8","2","654"
"Jamaica","2","United States","3","3","654"
"Brazil","5","Germany","7","4","654"
"Croatia","2","United States","3","1","655"
"Denmark","6","Mexico","7","2","655"
"Netherlands","1","England","4","3","655"
"Belgium","6","Italy","8","4","655"
"Costa Rica","1","Uruguay","4","1","656"
"Senegal","6","Korea Republic","7","2","656"
"France","1","Spain","4","3","656"
"Brazil","5","Mexico","7","4","656"
"Switzerland","2","Brazil","4","1","657"
"Mexico","5","Croatia","8","2","657"
"Portugal","2","United States","3","3","657"
"Belgium","6","England","8","4","657"
"England","1","Germany","3","1","658"
"Mexico","5","Italy","7","2","658"
"Algeria","2","Spain","3","3","658"
"Belgium","5","Netherlands","7","4","658"
"Mexico","2","France","3","1","659"
"Argentina","5","Netherlands","7","2","659"
"Belgium","1","Uruguay","3","3","659"
"Senegal","6","Costa Rica","8","4","659"
"Japan","2","Netherlands","4","1","660"
"Brazil","6","Italy","7","2","660"
"Belgium","1","Poland","3","3","660"
"Spain","6","Portugal","8","4","660"
"Colombia","1","Germany","3","1","661"
"Argentina","5","Brazil","8","2","661"
"Uruguay","1","Portugal","3","3","661"
"Netherlands","6","Italy","7","4","661"
"United States","1","Denmark","4","1","662"
"Brazil","6","England","7","2","662"
"Netherlands","1","Switzerland","3","3","662"
"Croatia","6","Chile","8","4","662"
"Mexico","1","Brazil","4","1","663"
"Poland","5","Argentina","8","2","663"
"Qatar","1","Colombia","3","3","663"
"Belgium","6","Japan","8","4","663"
"Korea Republic","1","Mexico","3","1","664"
"Spain","5","Denmark","8","2","664"
"Brazil","1","Germany","3","3","664"
"Uruguay","5","Belgium","7","4","664"
"Wales","1","Croatia","4","1","665"
"Jamaica","6","Spain","7","2","665"
"Qatar","1","Belgium","4","3","665"
"France","5","Germany","8","4","665"
"Spain","2","Belgium","4","1","666"
"Brazil","6","England","7","2","666"
"Italy","1","Netherlands","4","3","666"
"Germany","6","Portugal","7","4","666"
"Uruguay","1","Brazil","4","1","667"
"Belgium","6","Argentina","8","2","667"
"Italy","1","Australia","4","3","667"
"Netherlands","6","Germany","7","4","667"
"Netherlands","2","Iran","4","1","668"
"Portugal","6","Denmark","8","2","668"
"France","2","Germany","3","3","668"
"Mexico","5","Argentina","8","4","668"
"Belgium","1","Colombia","4","1","669"
"Uruguay","6","Brazil","8","2","669"
"Japan","2","Germany","3","3","669"
"Argentina","6","Denmark","7","4","669"
"Croatia","2","Germany","3","1","670"
"Senegal","6","England","7","2","670"
"Poland","2","Belgium","4","3","670"
"Argentina","5","Italy","7","4","670"
"France","1","Iran","3","1","671"
"England","6","Belgium","7","2","671"
"Switzerland","2","Argentina","4","3","671"
"Netherlands","6","Portugal","8","4","671"
"Korea Republic","1","Brazil","4","1","672"
"England","6","Argentina","7","2","672"
"Spain","2","Belgium","3","3","672"
"Australia","5","Morocco","8","4","672"
"Switzerland","1","Costa Rica","3","1","673"
"United States","6","Germany","7","2","673"
"France","1","Portugal","4","3","673"
"Brazil","5","Italy","8","4","673"
"Wales","1","Netherlands","4","1","674"
"Croatia","5","Spain","7","2","674"
"Argentina","1","Portugal","3","3","674"
"Colombia","6","Tunisia","7","4","674"
"Germany","2","Croatia","4","1","675"
"Wales","6","Belgium","8","2","675"
"Brazil","1","England","3","3","675"
"Spain","6","Netherlands","8","4","675"
"Denmark","2","Italy","4","1","676"
"Brazil","6","Algeria","8","2","676"
"England","2","Croatia","4","3","676"
"Uruguay","6","France","8","4","676"
"Netherlands","2","Portugal","3","1","677"
"Croatia","6","Spain","8","2","677"
"Brazil","1","Belgium","3","3","677"
"France","6","Germany","8","4","677"
"Croatia","2","Mexico","4","1","678"
"France","5","Brazil","8","2","678"
"Qatar","2","Belgium","3","3","678"
"Netherlands","5","Italy","7","4","678"
"Switzerland","1","Netherlands","3","1","679"
"Denmark","5","Uruguay","8","2","679"
"Senegal","2","France","3","3","679"
"Brazil","6","England","8","4","679"
"Portugal","2","Spain","3","1","680"
"Korea Republic","6","Brazil","8","2","680"
"Algeria","2","Japan","3","3","680"
"Belgium","5","Netherlands","7","4","680"
"Italy","1","Brazil","4","1","681"
"Denmark","6","Uruguay","8","2","681"
"England","2","France","3","3","681"
"Colombia","6","Portugal","7","4","681"
"Japan","2","Iran","4","1","682"
"Belgium","6","France","8","2","682"
"Brazil","1","Argentina","4","3","682"
"Netherlands","6","Croatia","8","4","682"
"Wales","1","Uruguay","3","1","683"
"Japan","5","France","8","2","683"
"Belgium","1","Switzerland","4","3","683"
"Brazil","5","Korea Republic","7","4","683"
"Australia","1","Iran","4","1","684"
"Portugal","5","Belgium","7","2","684"
"Uruguay","1","France","4","3","684"
"Netherlands","6","Germany","7","4","684"
"Denmark","1","Belgium","4","1","685"
"Korea Republic","5","France","8","2","685"
"Colombia","2","Mexico","3","3","685"
"Germany","5","Croatia","7","4","685"
"Germany","1","Argentina","4","1","686"
"Italy","6","Croatia","7","2","686"
"Algeria","2","Mexico","3","3","686"
"Belgium","5","England","8","4","686"
"Italy","2","Spain","3","1","687"
"Netherlands","5","Germany","7","2","687"
"Belgium","1","France","3","3","687"
"Argentina","6","Portugal","8","4","687"
"Colombia","2","Italy","4","1","688"
"Belgium","5","Portugal","7","2","688"
"United States","1","Spain","4","3","688"
"Brazil","5","Denmark","8","4","688"
"Iran","1","Korea Republic","3","1","689"
"Argentina","5","France","7","2","689"
"Qatar","1","Brazil","4","3","689"
"Portugal","5","Senegal","7","4","689"
"Italy","1","Brazil","4","1","690"
"Spain","5","Chile","8","2","690"
"Qatar","1","Argentina","3","3","690"
"Portugal","6","Belgium","8","4","690"
"Korea Republic","2","Portugal","4","1","691"
"Spain","6","Netherlands","8","2","691"
"Brazil","1","Denmark","4","3","691"
"Mexico","5","Argentina","7","4","691"
"Denmark","2","Germany","4","1","692"
"Spain","6","England","8","2","692"
"Portugal","1","Japan","4","3","692"
"Netherlands","6","France","7","4","692"
"Netherlands","2","Argentina","4","1","693"
"Brazil","5","Italy","8","2","693"
"Qatar","2","Germany","4","3","693"
"Korea Republic","6","Belgium","7","4","693"
"Poland","1","Argentina","4","1","694"
"Brazil","6","Uruguay","7","2","694"
"Belgium","1","Croatia","4","3","694"
"Portugal","6","Germany","8","4","694"
"Belgium","1","France","3","1","695"
"Denmark","6","Portugal","8","2","695"
"Japan","1","Croatia","4","3","695"
"Spain","5","Switzerland","7","4","695"
"Mexico","1","Iran","3","1","696"
"Brazil","6","Spain","7","2","696"
"Argentina","1","Belgium","3","3","696"
"Netherlands","6","Uruguay","7","4","696"
"Wales","2","France","3","1","697"
"Brazil","5","Denmark","8","2","697"
"Portugal","2","Poland","3","3","697"
"Uruguay","5","England","7","4","697"
"Belgium","1","France","3","1","698"
"Japan","6","Portugal","7","2","698"
"Mexico","1","Netherlands","4","3","698"
"Uruguay","5","Nigeria","8","4","698"
"Switzerland","2","Spain","4","1","699"
"Portugal","6","Belgium","7","2","699"
"Colombia","2","Italy","4","3","699"
"France","6","United States","8","4","699"
"Uruguay","2","Germany","3","1","700"
"Argentina","6","Portugal","7","2","700"
"Spain","2","Belgium","3","3","700"
"Italy","5","Netherlands","8","4","700"
"Denmark","1","Belgium","4","1","701"
"England","6","Netherlands","7","2","701"
"France","2","Argentina","4","3","701"
"Brazil","5","Spain","8","4","701"
"Qatar","1","Algeria","4","1","702"
"France","6","Brazil","7","2","702"
"Spain","1","Argentina","4","3","702"
"Italy","5","Netherlands","8","4","702"
"Switzerland","2","Germany","3","1","703"
"Uruguay","6","Belgium","8","2","703"
"Italy","1","Brazil","4","3","703"
"Spain","5","France","7","4","703"
"Germany","1","Switzerland","4","1","704"
"England","6","United States","7","2","704"
"Brazil","1","France","3","3","704"
"Belgium","5","Italy","8","4","704"
"Italy","2","Poland","3","1","705"
"Germany","5","Portugal","8","2","705"
"Denmark","1","England","3","3","705"
"France","5","Korea Republic","8","4","705"
"Switzerland","2","Mexico","3","1","706"
"Italy","6","France","8","2","706"
"Portugal","2","Brazil","4","3","706"
"Argentina","6","Tunisia","7","4","706"
"Brazil","1","Belgium","3","1","707"
"Spain","5","Korea Republic","8","2","707"
"Algeria","1","Iran","3","3","707"
"Colombia","6","France","7","4","707"
"Mexico","1","Colombia","3","1","708"
"Argentina","5","Uruguay","8","2","708"
"Denmark","2","Belgium","3","3","708"
"Brazil","6","Spain","8","4","708"
"Germany","1","Croatia","4","1","709"
"Tunisia","6","Chile","7","2","709"
"Spain","2","Portugal","3","3","709"
"Netherlands","5","France","8","4","709"
"Germany","1","England","4","1","710"
"Iran","6","Portugal","8","2","710"
"Spain","2","Denmark","4","3","710"
"France","5","Colombia","8","4","710"
"Germany","1","Poland","3","1","711"
"England","5","Croatia","7","2","711"
"Algeria","2","Belgium","3","3","711"
"Uruguay","6","Portugal","8","4","711"
"Uruguay","1","Netherlands","3","1","712"
"Croatia","5","Mexico","8","2","712"
"Qatar","1","Australia","3","3","712"
"Brazil","5","Belgium","7","4","712"
"Croatia","1","Brazil","3","1","713"
"Belgium","5","Nigeria","7","2","713"
"England","1","Korea Republic","4","3","713"
"Netherlands","6","Argentina","8","4","713"
"Algeria","1","Italy","4","1","714"
"Brazil","6","Korea Republic","8","2","714"
"England","1","Argentina","4","3","714"
"Portugal","6","Morocco","7","4","714"
"Uruguay","2","Australia","4","1","715"
"England","5","Spain","7","2","715"
"Belgium","1","Mexico","4","3","715"
"France","5","Italy","7","4","715"
"Italy","1","Nigeria","3","1","716"
"Argentina","6","France","8","2","716"
"Senegal","1","Brazil","3","3","716"
"England","5","Portugal","7","4","716"
"Japan","1","England","3","1","717"
"France","6","Belgium","7","2","717"
"Portugal","1","Croatia","3","3","717"
"Germany","6","Chile","7","4","717"
"England","1","Brazil","4","1","718"
"Portugal","5","Tunisia","8","2","718"
"Senegal","2","Spain","3","3","718"
"Italy","5","Belgium","7","4","718"
"Algeria","1","England","3","1","719"
"Portugal","6","Nigeria","8","2","719"
"Denmark","1","Chile","3","3","719"
"Colombia","5","Spain","8","4","719"
"Switzerland","2","Japan","4","1","720"
"France","6","Portugal","8","2","720"
"Korea Republic","1","Algeria","4","3","720"
"Belgium","5","Italy","8","4","720"
"United States","2","Senegal","3","1","721"
"England","6","France","7","2","721"
"Argentina","1","Portugal","4","3","721"
"Japan","5","Spain","7","4","721"
"Denmark","1","Mexico","3","1","722"
"Portugal","5","Colombia","8","2","722"
"Algeria","2","Belgium","3","3","722"
"France","5","England","7","4","722"
"Argentina","2","Poland","4","1","723"
"Brazil","6","Belgium","8","2","723"
"Chile","2","Portugal","4","3","723"
"Uruguay","6","Netherlands","7","4","723"
"Uruguay","1","Portugal","3","1","724"
"Italy","6","Croatia","8","2","724"
"Netherlands","1","Belgium","3","3","724"
"Argentina","5","Colombia","7","4","724"
"Germany","2","Italy","3","1","725"
"Portugal","5","Colombia","8","2","725"
"France","1","Chile","4","3","725"
"Brazil","5","Belgium","7","4","725"
"Wales","2","Brazil","4","1","726"
"Croatia","5","Korea Republic","8","2","726"
"Colombia","2","Argentina","3","3","726"
"Spain","6","Netherlands","7","4","726"
"Switzerland","1","France","4","1","727"
"Wales","6","Spain","7","2","727"
"Portugal","1","Netherlands","4","3","727"
"Argentina","5","Belgium","7","4","727"
"Portugal","2","France","3","1","728"
"Argentina","5","Poland","7","2","728"
"Croatia","2","Spain","4","3","728"
"Brazil","6","Belgium","8","4","728"
"Algeria","2","Belgium","4","1","729"
"Senegal","5","Italy","7","2","729"
"Argentina","1","Spain","3","3","729"
"Brazil","6","France","7","4","729"
"Colombia","1","Mexico","4","1","730"
"Portugal","6","Netherlands","8","2","730"
"Italy","1","Brazil","3","3","730"
"Spain","6","Belgium","7","4","730"
"Denmark","2","Belgium","3","1","731"
"Croatia","5","Spain","8","2","731"
"England","1","Italy","3","3","731"
