"team","group_team","opp_team","group_opp_team","match_num_quarter","simulation"
"Brazil","6","England","8","2","552"
"Spain","2","Croatia","3","3","552"
"Costa Rica","6","Belgium","8","4","552"
"Iran","1","Australia","4","1","553"
"Sweden","5","England","8","2","553"
"Russia","1","Argentina","3","3","553"
"Brazil","6","Colombia","8","4","553"
"Portugal","1","France","3","1","554"
"Brazil","6","Poland","8","2","554"
"Spain","1","Argentina","3","3","554"
"Switzerland","5","Colombia","7","4","554"
"Portugal","1","Peru","3","1","555"
"Brazil","6","Japan","8","2","555"
"Russia","1","Argentina","3","3","555"
"Germany","5","Belgium","8","4","555"
"Iran","1","France","4","1","556"
"Mexico","6","Colombia","7","2","556"
"Spain","2","Argentina","3","3","556"
"Costa Rica","6","Belgium","8","4","556"
"Portugal","1","France","3","1","557"
"Germany","6","England","7","2","557"
"Uruguay","1","Iceland","4","3","557"
"Brazil","6","Belgium","8","4","557"
"Iran","2","Croatia","3","1","558"
"Brazil","6","Poland","8","2","558"
"Saudi Arabia","1","Argentina","3","3","558"
"Serbia","5","Panama","8","4","558"
"Spain","1","Croatia","4","1","559"
"Brazil","6","Colombia","8","2","559"
"Portugal","2","Peru","3","3","559"
"Sweden","6","England","8","4","559"
"Portugal","1","France","3","1","560"
"Brazil","6","England","8","2","560"
"Iran","1","Argentina","3","3","560"
"Germany","6","Colombia","8","4","560"
"Uruguay","1","Croatia","3","1","561"
"South Korea","6","Senegal","8","2","561"
"Portugal","2","Argentina","3","3","561"
"Germany","6","Panama","7","4","561"
"Spain","2","Croatia","3","1","562"
"South Korea","6","Belgium","8","2","562"
"Iran","2","France","3","3","562"
"Germany","6","Colombia","7","4","562"
"Uruguay","1","Peru","3","1","563"
"Brazil","6","England","7","2","563"
"Spain","2","Argentina","3","3","563"
"Germany","6","Japan","8","4","563"
"Uruguay","1","Peru","3","1","564"
"Sweden","6","Belgium","8","2","564"
"Russia","1","Argentina","3","3","564"
"Mexico","5","England","7","4","564"
"Saudi Arabia","1","Australia","4","1","565"
"Sweden","6","Colombia","8","2","565"
"Egypt","2","Iceland","3","3","565"
"Costa Rica","6","England","8","4","565"
"Spain","1","Argentina","3","1","566"
"Costa Rica","6","Belgium","8","2","566"
"Portugal","1","Peru","3","3","566"
"Germany","6","Japan","7","4","566"
"Spain","2","France","4","1","567"
"Germany","5","England","8","2","567"
"Russia","1","Denmark","4","3","567"
"Brazil","6","Colombia","8","4","567"
"Iran","1","Peru","3","1","568"
"Germany","6","Belgium","8","2","568"
"Portugal","1","Croatia","3","3","568"
"Switzerland","5","Colombia","7","4","568"
"Uruguay","1","Croatia","3","1","569"
"Switzerland","5","Colombia","8","2","569"
"Spain","2","Argentina","3","3","569"
"Brazil","6","England","8","4","569"
"Uruguay","1","Nigeria","4","1","570"
"Brazil","6","Senegal","8","2","570"
"Spain","2","Argentina","3","3","570"
"Germany","5","Colombia","7","4","570"
"Spain","2","Croatia","3","1","571"
"South Korea","6","Belgium","8","2","571"
"Portugal","1","Argentina","3","3","571"
"Costa Rica","6","Panama","7","4","571"
"Portugal","1","France","3","1","572"
"Germany","6","England","8","2","572"
"Spain","2","Argentina","3","3","572"
"Costa Rica","6","Colombia","7","4","572"
"Spain","2","Peru","3","1","573"
"Germany","5","Belgium","8","2","573"
"Morocco","1","Denmark","3","3","573"
"Mexico","6","Colombia","7","4","573"
"Russia","1","Croatia","4","1","574"
"Mexico","6","Senegal","8","2","574"
"Spain","1","Peru","3","3","574"
"Costa Rica","6","Colombia","7","4","574"
"Russia","1","Croatia","3","1","575"
"Brazil","6","Belgium","8","2","575"
"Uruguay","1","Argentina","3","3","575"
"Switzerland","5","England","8","4","575"
"Portugal","1","Nigeria","4","1","576"
"Brazil","6","England","8","2","576"
"Spain","1","Croatia","3","3","576"
"Germany","5","Belgium","8","4","576"
"Uruguay","1","Denmark","4","1","577"
"Brazil","6","Poland","8","2","577"
"Spain","2","Argentina","3","3","577"
"Costa Rica","6","Colombia","7","4","577"
"Iran","2","France","3","1","578"
"Switzerland","5","Japan","8","2","578"
"Spain","2","Croatia","4","3","578"
"Mexico","6","Colombia","8","4","578"
"Iran","1","France","4","1","579"
"Costa Rica","6","Japan","7","2","579"
"Spain","2","Croatia","3","3","579"
"Germany","5","Belgium","8","4","579"
"Portugal","1","France","4","1","580"
"Germany","5","Panama","8","2","580"
"Spain","2","Argentina","3","3","580"
"Sweden","6","Colombia","8","4","580"
"Portugal","1","Peru","3","1","581"
"Germany","6","England","7","2","581"
"Morocco","1","Argentina","3","3","581"
"South Korea","6","Japan","7","4","581"
"Uruguay","1","France","4","1","582"
"South Korea","6","England","7","2","582"
"Spain","2","Argentina","3","3","582"
"Costa Rica","6","Belgium","8","4","582"
"Portugal","2","Argentina","3","1","583"
"Brazil","6","England","8","2","583"
"Spain","2","Croatia","3","3","583"
"Costa Rica","6","Poland","8","4","583"
"Uruguay","1","France","3","1","584"
"Germany","6","Colombia","7","2","584"
"Russia","2","Australia","3","3","584"
"Costa Rica","6","Belgium","8","4","584"
"Uruguay","1","Iceland","4","1","585"
"Serbia","6","Colombia","7","2","585"
"Spain","2","France","3","3","585"
"Brazil","6","Panama","8","4","585"
"Egypt","2","France","4","1","586"
"Brazil","6","Panama","8","2","586"
"Uruguay","1","Argentina","3","3","586"
"Germany","5","Belgium","8","4","586"
"Uruguay","1","France","4","1","587"
"South Korea","6","Colombia","7","2","587"
"Portugal","1","Argentina","3","3","587"
"Germany","6","Japan","7","4","587"
"Iran","1","France","3","1","588"
"Mexico","6","Colombia","8","2","588"
"Saudi Arabia","2","Argentina","3","3","588"
"Switzerland","5","Senegal","8","4","588"
"Portugal","1","Argentina","3","1","589"
"Brazil","6","England","8","2","589"
"Russia","1","Iceland","4","3","589"
"Costa Rica","6","Belgium","8","4","589"
"Spain","2","Iceland","4","1","590"
"Brazil","6","Japan","8","2","590"
"Saudi Arabia","1","Argentina","3","3","590"
"Switzerland","5","Poland","8","4","590"
"Uruguay","1","Peru","3","1","591"
"Germany","6","Panama","7","2","591"
"Russia","1","Croatia","3","3","591"
"Costa Rica","6","Poland","8","4","591"
"Russia","1","France","3","1","592"
"Brazil","6","Japan","8","2","592"
"Uruguay","1","Denmark","4","3","592"
"Mexico","5","Poland","8","4","592"
"Uruguay","1","Croatia","3","1","593"
"Brazil","6","England","8","2","593"
"Spain","2","Peru","3","3","593"
"Mexico","5","Belgium","8","4","593"
"Iran","1","France","4","1","594"
"Serbia","6","Colombia","8","2","594"
"Saudi Arabia","1","Australia","3","3","594"
"Brazil","6","England","8","4","594"
"Russia","1","France","4","1","595"
"Mexico","6","Belgium","8","2","595"
"Iran","1","Croatia","3","3","595"
"Brazil","6","Colombia","7","4","595"
"Uruguay","1","Croatia","3","1","596"
"Serbia","6","Colombia","7","2","596"
"Russia","1","Argentina","3","3","596"
"Brazil","6","Belgium","8","4","596"
"Portugal","1","France","3","1","597"
"South Korea","6","Belgium","8","2","597"
"Uruguay","1","Peru","3","3","597"
"Mexico","5","England","8","4","597"
"Portugal","2","France","4","1","598"
"Brazil","6","Poland","8","2","598"
"Iran","1","Croatia","3","3","598"
"Germany","5","Belgium","8","4","598"
"Morocco","1","Iceland","3","1","599"
"Mexico","6","Colombia","8","2","599"
"Portugal","2","Argentina","3","3","599"
"Serbia","5","Japan","7","4","599"
"Uruguay","1","Croatia","4","1","600"
"Brazil","6","Colombia","7","2","600"
"Spain","2","Argentina","3","3","600"
"Mexico","6","Japan","7","4","600"
"Uruguay","1","France","4","1","601"
"Brazil","6","England","7","2","601"
"Portugal","1","Argentina","3","3","601"
"Germany","5","Belgium","8","4","601"
"Spain","2","France","4","1","602"
"Brazil","6","Belgium","8","2","602"
"Iran","1","Argentina","3","3","602"
"Costa Rica","6","England","7","4","602"
"Spain","1","Peru","3","1","603"
"Mexico","6","Belgium","8","2","603"
"Portugal","1","Australia","3","3","603"
"Switzerland","5","Japan","8","4","603"
"Uruguay","1","France","3","1","604"
"Costa Rica","6","Colombia","8","2","604"
"Spain","2","Denmark","3","3","604"
"Germany","6","England","8","4","604"
"Russia","1","Argentina","3","1","605"
"Brazil","6","Colombia","8","2","605"
"Spain","1","France","4","3","605"
"South Korea","6","Panama","8","4","605"
"Iran","1","Iceland","4","1","606"
"Brazil","6","Panama","8","2","606"
"Portugal","1","France","4","3","606"
"Germany","5","Colombia","7","4","606"
"Saudi Arabia","1","France","3","1","607"
"Brazil","6","Belgium","8","2","607"
"Spain","1","Peru","3","3","607"
"Serbia","6","Poland","8","4","607"
"Uruguay","1","Argentina","3","1","608"
"Brazil","6","Japan","8","2","608"
"Spain","2","Croatia","4","3","608"
"Germany","5","Belgium","8","4","608"
"Portugal","1","Argentina","3","1","609"
"Switzerland","5","Belgium","8","2","609"
"Spain","1","Peru","3","3","609"
"Germany","6","Colombia","7","4","609"
"Russia","1","Iceland","3","1","610"
"Mexico","6","England","8","2","610"
"Iran","1","France","4","3","610"
"South Korea","6","Belgium","8","4","610"
"Uruguay","1","Iceland","4","1","611"
"Costa Rica","6","Belgium","8","2","611"
"Egypt","2","Argentina","3","3","611"
"Mexico","6","England","8","4","611"
"Uruguay","1","Nigeria","4","1","612"
"Brazil","6","Colombia","7","2","612"
"Russia","2","Argentina","3","3","612"
"Costa Rica","6","Senegal","8","4","612"
"Iran","1","France","3","1","613"
"Costa Rica","6","Japan","8","2","613"
"Spain","2","Argentina","3","3","613"
"Brazil","6","England","7","4","613"
"Spain","1","France","3","1","614"
"Brazil","6","Colombia","8","2","614"
"Portugal","1","Argentina","3","3","614"
"Germany","6","Poland","8","4","614"
"Uruguay","1","Peru","3","1","615"
"Costa Rica","6","England","8","2","615"
"Portugal","1","Argentina","3","3","615"
"Brazil","6","Poland","8","4","615"
"Iran","1","Denmark","4","1","616"
"Brazil","6","England","8","2","616"
"Spain","2","Croatia","4","3","616"
"Germany","5","Panama","7","4","616"
"Spain","2","Croatia","3","1","617"
"Germany","5","Poland","8","2","617"
"Iran","1","Australia","3","3","617"
"Brazil","6","England","7","4","617"
"Spain","2","Argentina","3","1","618"
"Brazil","6","Japan","8","2","618"
"Iran","1","France","4","3","618"
"Mexico","5","Poland","8","4","618"
"Uruguay","1","Denmark","4","1","619"
"Brazil","6","Belgium","8","2","619"
"Russia","1","Argentina","3","3","619"
"Switzerland","5","England","8","4","619"
"Portugal","1","France","3","1","620"
"Brazil","6","England","8","2","620"
"Egypt","2","Australia","3","3","620"
"South Korea","5","Panama","7","4","620"
"Spain","2","Nigeria","4","1","621"
"Germany","5","Belgium","8","2","621"
"Uruguay","1","Argentina","3","3","621"
"Brazil","6","England","8","4","621"
"Portugal","1","Croatia","3","1","622"
"Brazil","6","Poland","8","2","622"
"Egypt","2","Argentina","3","3","622"
"Serbia","5","England","8","4","622"
"Portugal","1","Iceland","4","1","623"
"Switzerland","5","Colombia","8","2","623"
"Spain","2","Nigeria","4","3","623"
"Germany","6","England","8","4","623"
"Egypt","2","Nigeria","3","1","624"
"Serbia","6","Japan","8","2","624"
"Uruguay","1","Croatia","3","3","624"
"Brazil","6","Colombia","7","4","624"
"Uruguay","1","France","4","1","625"
"Costa Rica","6","Colombia","8","2","625"
"Iran","1","Argentina","3","3","625"
"Germany","5","Japan","8","4","625"
"Iran","1","Peru","3","1","626"
"Switzerland","5","Belgium","8","2","626"
"Portugal","1","Argentina","3","3","626"
"Germany","5","Senegal","8","4","626"
"Uruguay","1","France","4","1","627"
"Costa Rica","6","Colombia","7","2","627"
"Egypt","2","Croatia","4","3","627"
"South Korea","5","England","8","4","627"
"Portugal","1","France","3","1","628"
"Brazil","6","Belgium","8","2","628"
"Spain","2","Nigeria","3","3","628"
"Mexico","5","England","8","4","628"
"Uruguay","1","Argentina","3","1","629"
"Costa Rica","6","Japan","8","2","629"
"Russia","2","Iceland","3","3","629"
"Brazil","6","Tunisia","7","4","629"
"Portugal","2","Denmark","3","1","630"
"Germany","6","Poland","8","2","630"
"Iran","1","Peru","3","3","630"
"Sweden","5","Japan","8","4","630"
"Portugal","2","Peru","3","1","631"
"South Korea","6","England","7","2","631"
"Uruguay","1","Denmark","4","3","631"
"Brazil","6","Japan","8","4","631"
"Russia","1","Croatia","3","1","632"
"Brazil","6","Belgium","8","2","632"
"Portugal","1","France","4","3","632"
"Costa Rica","6","England","8","4","632"
"Iran","1","Iceland","3","1","633"
"Brazil","6","Belgium","8","2","633"
"Spain","2","France","3","3","633"
"Sweden","5","England","8","4","633"
"Russia","1","Croatia","3","1","634"
"Brazil","6","Japan","8","2","634"
"Spain","1","Iceland","4","3","634"
"Germany","6","Colombia","7","4","634"
"Spain","1","France","3","1","635"
"Brazil","6","England","7","2","635"
"Egypt","2","Iceland","4","3","635"
"Germany","6","Poland","8","4","635"
"Russia","1","Peru","3","1","636"
"Brazil","6","Japan","8","2","636"
"Uruguay","1","France","4","3","636"
"Germany","5","England","8","4","636"
"Iran","1","Iceland","4","1","637"
"Brazil","6","England","8","2","637"
"Uruguay","1","Argentina","3","3","637"
"Serbia","5","Belgium","8","4","637"
"Uruguay","1","Croatia","3","1","638"
"Mexico","6","Colombia","7","2","638"
"Russia","1","Argentina","3","3","638"
"Germany","5","Belgium","8","4","638"
"Iran","2","France","4","1","639"
"Brazil","6","Colombia","7","2","639"
"Uruguay","1","Croatia","3","3","639"
"Serbia","5","Poland","8","4","639"
"Iran","2","Australia","4","1","640"
"Germany","6","Panama","7","2","640"
"Uruguay","1","Argentina","3","3","640"
"Brazil","6","Japan","8","4","640"
"Portugal","2","France","4","1","641"
"Costa Rica","6","Japan","8","2","641"
"Spain","1","Denmark","3","3","641"
"Germany","6","Colombia","7","4","641"
"Spain","2","Iceland","4","1","642"
"Brazil","6","Colombia","7","2","642"
"Uruguay","1","Argentina","3","3","642"
"Germany","6","Poland","8","4","642"
"Spain","2","Peru","3","1","643"
"Germany","6","Poland","8","2","643"
"Uruguay","1","France","3","3","643"
"Mexico","5","Belgium","8","4","643"
"Iran","1","Australia","4","1","644"
"Germany","5","Belgium","8","2","644"
"Portugal","1","France","3","3","644"
"Brazil","6","England","7","4","644"
"Egypt","2","Argentina","3","1","645"
"Brazil","6","Poland","8","2","645"
"Russia","1","Nigeria","4","3","645"
"Costa Rica","6","Belgium","8","4","645"
"Spain","1","Iceland","4","1","646"
"Brazil","6","Colombia","7","2","646"
"Russia","1","Argentina","3","3","646"
"Switzerland","5","Belgium","8","4","646"
"Spain","2","Argentina","3","1","647"
"Sweden","6","Poland","8","2","647"
"Portugal","1","France","3","3","647"
"Switzerland","5","Colombia","7","4","647"
"Uruguay","1","Australia","3","1","648"
"South Korea","6","Belgium","8","2","648"
"Iran","2","France","3","3","648"
"Germany","5","Senegal","7","4","648"
"Spain","1","France","3","1","649"
"Brazil","6","Colombia","8","2","649"
"Iran","2","Argentina","3","3","649"
"Switzerland","5","England","8","4","649"
"Egypt","2","France","3","1","650"
"Brazil","6","England","8","2","650"
"Spain","2","Argentina","3","3","650"
"Germany","5","Panama","7","4","650"
"Morocco","1","France","3","1","651"
"Switzerland","5","Colombia","7","2","651"
"Egypt","2","Peru","3","3","651"
"Germany","6","Belgium","8","4","651"
"Morocco","2","France","3","1","652"
"Brazil","6","Japan","8","2","652"
"Russia","2","Denmark","3","3","652"
"Serbia","5","England","8","4","652"
"Uruguay","1","France","3","1","653"
"Brazil","6","England","8","2","653"
"Spain","2","Argentina","3","3","653"
"Costa Rica","6","Belgium","8","4","653"
"Iran","1","France","4","1","654"
"Brazil","6","Japan","8","2","654"
"Spain","2","Denmark","3","3","654"
"Germany","5","Colombia","7","4","654"
"Iran","1","Croatia","3","1","655"
"Brazil","6","Poland","8","2","655"
"Uruguay","1","Argentina","3","3","655"
"Germany","5","Belgium","8","4","655"
"Uruguay","1","Denmark","3","1","656"
"Brazil","6","Belgium","8","2","656"
"Russia","1","France","3","3","656"
"Germany","5","Tunisia","7","4","656"
"Portugal","1","Australia","4","1","657"
"Brazil","6","Japan","8","2","657"
"Spain","2","Argentina","3","3","657"
"Germany","6","Poland","8","4","657"
"Uruguay","1","Argentina","3","1","658"
"Brazil","6","Poland","8","2","658"
"Spain","2","Iceland","3","3","658"
"Costa Rica","6","Colombia","8","4","658"
"Iran","1","France","3","1","659"
"Mexico","6","Colombia","7","2","659"
"Portugal","1","Australia","3","3","659"
"Germany","5","Panama","7","4","659"
"Spain","1","Argentina","3","1","660"
"Brazil","6","England","8","2","660"
"Saudi Arabia","1","Croatia","3","3","660"
"Mexico","5","Senegal","8","4","660"
"Portugal","1","Argentina","3","1","661"
"Germany","6","Colombia","8","2","661"
"Spain","2","Croatia","3","3","661"
"Brazil","6","Poland","8","4","661"
"Iran","1","Peru","3","1","662"
"Mexico","6","Colombia","7","2","662"
"Portugal","1","France","3","3","662"
"Germany","6","Belgium","8","4","662"
"Uruguay","1","Nigeria","4","1","663"
"Sweden","6","Colombia","7","2","663"
"Egypt","2","Peru","3","3","663"
"Switzerland","5","Belgium","8","4","663"
"Morocco","1","Argentina","3","1","664"
"Switzerland","5","Senegal","8","2","664"
"Egypt","2","Croatia","3","3","664"
"Brazil","6","England","7","4","664"
"Portugal","1","Croatia","3","1","665"
"Sweden","6","Poland","8","2","665"
"Iran","1","Argentina","3","3","665"
"South Korea","6","Colombia","8","4","665"
"Uruguay","1","Croatia","4","1","666"
"Brazil","6","Belgium","8","2","666"
"Portugal","1","Argentina","3","3","666"
"Germany","5","England","7","4","666"
"Russia","1","Denmark","4","1","667"
"Costa Rica","6","England","8","2","667"
"Saudi Arabia","2","Argentina","3","3","667"
"Brazil","6","Colombia","8","4","667"
"Iran","1","France","4","1","668"
"Brazil","6","Colombia","7","2","668"
"Spain","2","Argentina","3","3","668"
"Mexico","5","Poland","8","4","668"
"Uruguay","1","Croatia","3","1","669"
"Costa Rica","6","England","8","2","669"
"Portugal","1","Argentina","3","3","669"
"Germany","5","Senegal","8","4","669"
"Russia","2","France","3","1","670"
"Brazil","6","Colombia","7","2","670"
"Egypt","2","Denmark","3","3","670"
"Germany","5","Poland","8","4","670"
"Egypt","2","Croatia","3","1","671"
"Mexico","6","Japan","8","2","671"
"Uruguay","1","Peru","3","3","671"
"Germany","6","Colombia","7","4","671"
"Iran","1","Peru","3","1","672"
"Germany","6","England","8","2","672"
"Portugal","2","Argentina","3","3","672"
"Mexico","6","Colombia","8","4","672"
"Uruguay","1","Argentina","3","1","673"
"South Korea","6","Colombia","7","2","673"
"Iran","1","Peru","3","3","673"
"Germany","5","Belgium","8","4","673"
"Portugal","1","Croatia","3","1","674"
"Brazil","6","England","8","2","674"
"Spain","2","Argentina","3","3","674"
"Costa Rica","6","Belgium","8","4","674"
"Uruguay","1","Croatia","3","1","675"
"Mexico","6","England","8","2","675"
"Spain","2","Peru","3","3","675"
"Costa Rica","6","Belgium","8","4","675"
"Uruguay","1","Denmark","4","1","676"
"Brazil","6","Japan","8","2","676"
"Saudi Arabia","1","Argentina","3","3","676"
"Germany","5","England","7","4","676"
"Morocco","1","Iceland","4","1","677"
"Switzerland","5","England","8","2","677"
"Spain","1","Argentina","3","3","677"
"Germany","6","Belgium","8","4","677"
"Portugal","1","France","3","1","678"
"Brazil","6","Colombia","7","2","678"
"Spain","2","Denmark","4","3","678"
"Germany","5","Belgium","8","4","678"
"Spain","2","Croatia","3","1","679"
"Costa Rica","6","Belgium","8","2","679"
"Russia","1","Argentina","3","3","679"
"Mexico","6","Senegal","8","4","679"
"Iran","1","France","3","1","680"
"Brazil","6","England","7","2","680"
"Egypt","2","Australia","4","3","680"
"Germany","5","Panama","8","4","680"
"Spain","1","Croatia","3","1","681"
"Brazil","6","England","8","2","681"
"Portugal","2","Argentina","3","3","681"
"South Korea","6","Japan","8","4","681"
"Uruguay","1","France","4","1","682"
"Mexico","6","Poland","8","2","682"
"Spain","2","Argentina","3","3","682"
"Germany","6","Colombia","7","4","682"
"Egypt","2","Peru","3","1","683"
"Switzerland","5","Colombia","8","2","683"
"Uruguay","1","Australia","3","3","683"
"Sweden","6","England","8","4","683"
"Egypt","2","Croatia","3","1","684"
"Costa Rica","6","England","8","2","684"
"Uruguay","1","Argentina","3","3","684"
"Germany","6","Poland","8","4","684"
"Russia","2","Iceland","3","1","685"
"Brazil","6","Poland","7","2","685"
"Uruguay","1","Australia","3","3","685"
"Switzerland","5","Colombia","7","4","685"
"Russia","2","France","4","1","686"
"Costa Rica","6","Japan","7","2","686"
"Portugal","1","Argentina","3","3","686"
"Brazil","6","Poland","8","4","686"
"Portugal","1","Denmark","4","1","687"
"Sweden","5","England","8","2","687"
"Spain","2","France","3","3","687"
"Germany","6","Belgium","8","4","687"
"Portugal","1","France","4","1","688"
"Brazil","6","Belgium","8","2","688"
"Uruguay","1","Peru","3","3","688"
"Germany","6","England","8","4","688"
"Uruguay","1","Denmark","4","1","689"
"Brazil","6","England","8","2","689"
"Iran","2","Argentina","3","3","689"
"Mexico","5","Colombia","7","4","689"
"Portugal","1","Iceland","3","1","690"
"Brazil","6","Poland","8","2","690"
"Saudi Arabia","1","Argentina","3","3","690"
"Germany","5","Colombia","8","4","690"
"Iran","1","Croatia","3","1","691"
"Brazil","6","Poland","8","2","691"
"Portugal","2","Argentina","3","3","691"
"Germany","5","Colombia","7","4","691"
"Portugal","2","Croatia","4","1","692"
"South Korea","6","Colombia","7","2","692"
"Spain","2","France","3","3","692"
"Brazil","6","Belgium","8","4","692"
"Uruguay","1","Peru","3","1","693"
"Mexico","5","Poland","8","2","693"
"Portugal","1","France","3","3","693"
"Germany","6","England","7","4","693"
"Russia","1","Iceland","4","1","694"
"South Korea","5","Poland","8","2","694"
"Uruguay","1","France","3","3","694"
"Mexico","6","England","8","4","694"
"Portugal","1","Iceland","4","1","695"
"Brazil","6","Poland","8","2","695"
"Russia","1","Peru","3","3","695"
"South Korea","6","Colombia","7","4","695"
"Uruguay","1","Argentina","3","1","696"
"Switzerland","5","Colombia","7","2","696"
"Spain","2","Croatia","3","3","696"
"Brazil","6","Japan","7","4","696"
"Uruguay","1","France","4","1","697"
"Brazil","6","Poland","8","2","697"
"Russia","2","Peru","3","3","697"
"Serbia","5","Colombia","7","4","697"
"Spain","2","Iceland","3","1","698"
"Switzerland","5","Belgium","8","2","698"
"Portugal","2","Argentina","3","3","698"
"Germany","6","Panama","7","4","698"
"Iran","1","Argentina","3","1","699"
"Mexico","6","England","8","2","699"
"Uruguay","1","Peru","3","3","699"
"Germany","6","Poland","8","4","699"
"Iran","1","Croatia","3","1","700"
"Brazil","6","Belgium","8","2","700"
"Uruguay","1","Argentina","3","3","700"
"South Korea","5","Tunisia","7","4","700"
"Morocco","2","France","4","1","701"
"Brazil","6","Tunisia","7","2","701"
"Russia","1","Argentina","3","3","701"
"Switzerland","5","Belgium","8","4","701"
"Iran","1","France","3","1","702"
"Mexico","5","Poland","8","2","702"
"Russia","1","Argentina","3","3","702"
"Germany","5","Colombia","7","4","702"
"Iran","1","Argentina","3","1","703"
"Brazil","6","England","8","2","703"
"Portugal","1","France","3","3","703"
"Mexico","6","Belgium","8","4","703"
"Spain","1","Argentina","3","1","704"
"South Korea","5","Poland","8","2","704"
"Iran","1","Australia","4","3","704"
"Costa Rica","6","Belgium","8","4","704"
"Uruguay","1","Peru","3","1","705"
"Costa Rica","6","Senegal","8","2","705"
"Spain","2","Argentina","3","3","705"
"South Korea","6","England","7","4","705"
"Portugal","1","Croatia","3","1","706"
"Brazil","6","Colombia","8","2","706"
"Spain","1","Argentina","3","3","706"
"Sweden","6","Japan","8","4","706"
"Egypt","2","France","4","1","707"
"Brazil","6","Colombia","8","2","707"
"Portugal","1","Peru","3","3","707"
"Mexico","6","England","8","4","707"
"Uruguay","1","Croatia","3","1","708"
"Mexico","5","Belgium","8","2","708"
"Portugal","1","Argentina","3","3","708"
"South Korea","5","Panama","7","4","708"
"Russia","1","France","4","1","709"
"Mexico","5","Belgium","8","2","709"
"Spain","2","Denmark","3","3","709"
"Brazil","6","Panama","7","4","709"
"Portugal","1","Croatia","3","1","710"
"Germany","5","Poland","8","2","710"
"Saudi Arabia","2","Argentina","3","3","710"
"Brazil","6","Tunisia","7","4","710"
"Uruguay","1","Argentina","3","1","711"
"Costa Rica","6","Panama","7","2","711"
"Spain","2","France","3","3","711"
"Germany","5","Japan","7","4","711"
"Portugal","1","France","3","1","712"
"Sweden","5","Colombia","7","2","712"
"Spain","2","Argentina","3","3","712"
"Brazil","6","England","8","4","712"
"Uruguay","1","France","3","1","713"
"Brazil","6","England","8","2","713"
"Egypt","2","Peru","3","3","713"
"Germany","6","Colombia","8","4","713"
"Spain","1","Croatia","3","1","714"
"Switzerland","5","England","8","2","714"
"Portugal","1","Argentina","3","3","714"
"Germany","6","Belgium","8","4","714"
"Uruguay","1","Croatia","3","1","715"
"South Korea","6","Poland","8","2","715"
"Russia","2","France","3","3","715"
"Germany","5","Belgium","8","4","715"
"Portugal","1","Croatia","3","1","716"
"Brazil","6","England","8","2","716"
"Uruguay","1","Argentina","3","3","716"
"Sweden","6","Panama","7","4","716"
"Uruguay","1","Argentina","3","1","717"
"Brazil","6","England","7","2","717"
"Spain","2","France","4","3","717"
"Germany","5","Belgium","8","4","717"
"Portugal","2","France","3","1","718"
"Germany","6","Belgium","8","2","718"
"Uruguay","1","Argentina","3","3","718"
"South Korea","6","Tunisia","7","4","718"
"Spain","1","France","3","1","719"
"Germany","5","Japan","7","2","719"
"Saudi Arabia","1","Argentina","3","3","719"
"Brazil","6","Belgium","8","4","719"
"Iran","1","France","4","1","720"
"Sweden","5","England","7","2","720"
"Russia","2","Peru","3","3","720"
"Serbia","5","Belgium","8","4","720"
"Spain","1","Argentina","3","1","721"
"Switzerland","5","Belgium","8","2","721"
"Iran","1","Croatia","3","3","721"
"Costa Rica","6","Poland","8","4","721"
"Portugal","1","Iceland","4","1","722"
"Germany","6","Japan","8","2","722"
"Spain","2","Argentina","3","3","722"
"Serbia","6","England","7","4","722"
"Spain","1","France","4","1","723"
"Sweden","6","England","7","2","723"
"Russia","1","Croatia","3","3","723"
"Costa Rica","6","Japan","7","4","723"
"Russia","1","Peru","3","1","724"
"Mexico","6","Japan","8","2","724"
"Portugal","1","France","3","3","724"
"Costa Rica","6","Belgium","8","4","724"
"Uruguay","1","Nigeria","4","1","725"
"South Korea","5","England","8","2","725"
"Spain","2","Croatia","3","3","725"
"Germany","5","Belgium","8","4","725"
"Uruguay","1","France","4","1","726"
"Brazil","6","Belgium","8","2","726"
"Iran","1","Argentina","3","3","726"
"Germany","6","Colombia","7","4","726"
"Russia","1","Peru","3","1","727"
"South Korea","6","England","8","2","727"
"Saudi Arabia","1","Argentina","3","3","727"
"Germany","5","Colombia","7","4","727"
"Russia","1","Australia","4","1","728"
"Germany","6","Belgium","8","2","728"
"Uruguay","1","France","3","3","728"
"Mexico","5","England","8","4","728"
"Uruguay","1","France","4","1","729"
"Germany","6","England","8","2","729"
"Iran","1","Argentina","3","3","729"
"Costa Rica","6","Colombia","8","4","729"
"Uruguay","1","Argentina","3","1","730"
"Germany","6","Poland","8","2","730"
"Egypt","2","Peru","3","3","730"
"South Korea","6","Japan","7","4","730"
"Portugal","1","Peru","3","1","731"
"Costa Rica","6","Belgium","8","2","731"
"Spain","2","France","4","3","731"
"Sweden","6","Japan","8","4","731"
"Russia","1","Croatia","3","1","732"
"Germany","6","Poland","8","2","732"
"Portugal","1","Argentina","3","3","732"
"Brazil","6","Panama","7","4","732"
"Portugal","1","France","4","1","733"
"Brazil","6","Poland","8","2","733"
"Russia","1","Australia","3","3","733"
"South Korea","5","Colombia","7","4","733"
"Russia","1","Peru","3","1","734"
"Mexico","5","England","8","2","734"
"Spain","2","Denmark","3","3","734"
"Costa Rica","6","Colombia","7","4","734"
"Morocco","1","France","4","1","735"
