"team","group_team","rank_team","opp_team","group_opp_team","rank_opp","match_num","simulation"
"Spain",7,2,"Portugal",8,1,8,75
"Colombia",1,1,"Denmark",2,2,1,76
"Iran",3,1,"Spain",4,2,2,76
"Germany",5,1,"Uruguay",6,2,3,76
"Portugal",7,1,"Tunisia",8,2,4,76
"Algeria",1,2,"Belgium",2,1,5,76
"England",3,2,"Mexico",4,1,6,76
"Argentina",5,2,"France",6,1,7,76
"Netherlands",7,2,"Croatia",8,1,8,76
"Qatar",1,1,"United States",2,2,1,77
"Brazil",3,1,"Uruguay",4,2,2,77
"Netherlands",5,1,"Croatia",6,2,3,77
"Colombia",7,1,"Denmark",8,2,4,77
"Mexico",1,2,"Germany",2,1,5,77
"Costa Rica",3,2,"Portugal",4,1,6,77
"France",5,2,"Australia",6,1,7,77
"Morocco",7,2,"Wales",8,1,8,77
"Germany",1,1,"Argentina",2,2,1,78
"Belgium",3,1,"Netherlands",4,2,2,78
"Switzerland",5,1,"Australia",6,2,3,78
"England",7,1,"Portugal",8,2,4,78
"Poland",1,2,"Italy",2,1,5,78
"Senegal",3,2,"Japan",4,1,6,78
"Nigeria",5,2,"Spain",6,1,7,78
"Mexico",7,2,"Algeria",8,1,8,78
"United States",1,1,"Argentina",2,2,1,79
"Brazil",3,1,"Iran",4,2,2,79
"Portugal",5,1,"Switzerland",6,2,3,79
"Wales",7,1,"Denmark",8,2,4,79
"Netherlands",1,2,"Italy",2,1,5,79
"Poland",3,2,"Uruguay",4,1,6,79
"Germany",5,2,"Belgium",6,1,7,79
"France",7,2,"England",8,1,8,79
"Qatar",1,1,"Denmark",2,2,1,80
"Spain",3,1,"Chile",4,2,2,80
"Argentina",5,1,"Uruguay",6,2,3,80
"Korea Republic",7,1,"United States",8,2,4,80
"Poland",1,2,"England",2,1,5,80
"Japan",3,2,"France",4,1,6,80
"Mexico",5,2,"Switzerland",6,1,7,80
"Belgium",7,2,"Brazil",8,1,8,80
"Italy",1,1,"France",2,2,1,81
"Mexico",3,1,"Germany",4,2,2,81
"Belgium",5,1,"Wales",6,2,3,81
"Iran",7,1,"Uruguay",8,2,4,81
"Tunisia",1,2,"Croatia",2,1,5,81
"Argentina",3,2,"Brazil",4,1,6,81
"Switzerland",5,2,"Netherlands",6,1,7,81
"Denmark",7,2,"Morocco",8,1,8,81
"Italy",1,1,"Switzerland",2,2,1,82
"Uruguay",3,1,"Portugal",4,2,2,82
"Germany",5,1,"Tunisia",6,2,3,82
"Mexico",7,1,"Colombia",8,2,4,82
"Poland",1,2,"Brazil",2,1,5,82
"Spain",3,2,"Netherlands",4,1,6,82
"Japan",5,2,"Denmark",6,1,7,82
"France",7,2,"Belgium",8,1,8,82
"Uruguay",1,1,"Argentina",2,2,1,83
"Spain",3,1,"Croatia",4,2,2,83
"Italy",5,1,"Germany",6,2,3,83
"Japan",7,1,"Switzerland",8,2,4,83
"Senegal",1,2,"Mexico",2,1,5,83
"Colombia",3,2,"Chile",4,1,6,83
"France",5,2,"England",6,1,7,83
"Brazil",7,2,"Belgium",8,1,8,83
"Germany",1,1,"Wales",2,2,1,84
"Poland",3,1,"Japan",4,2,2,84
"Iran",5,1,"Mexico",6,2,3,84
"Brazil",7,1,"Denmark",8,2,4,84
"Nigeria",1,2,"Uruguay",2,1,5,84
"Colombia",3,2,"Netherlands",4,1,6,84
"Argentina",5,2,"France",6,1,7,84
"Australia",7,2,"Portugal",8,1,8,84
"Croatia",1,1,"Italy",2,2,1,85
"Mexico",3,1,"Germany",4,2,2,85
"Brazil",5,1,"Uruguay",6,2,3,85
"France",7,1,"Spain",8,2,4,85
"Qatar",1,2,"Portugal",2,1,5,85
"Switzerland",3,2,"Argentina",4,1,6,85
"Denmark",5,2,"England",6,1,7,85
"Colombia",7,2,"Costa Rica",8,1,8,85
"Qatar",1,1,"France",2,2,1,86
"Chile",3,1,"Switzerland",4,2,2,86
"Belgium",5,1,"Mexico",6,2,3,86
"Portugal",7,1,"Wales",8,2,4,86
"Italy",1,2,"Uruguay",2,1,5,86
"Netherlands",3,2,"Croatia",4,1,6,86
"Iran",5,2,"Brazil",6,1,7,86
"Colombia",7,2,"England",8,1,8,86
"Denmark",1,1,"Uruguay",2,2,1,87
"France",3,1,"Belgium",4,2,2,87
"Germany",5,1,"Portugal",6,2,3,87
"Argentina",7,1,"Poland",8,2,4,87
"Tunisia",1,2,"Japan",2,1,5,87
"Australia",3,2,"Colombia",4,1,6,87
"Brazil",5,2,"Italy",6,1,7,87
"Netherlands",7,2,"England",8,1,8,87
"Uruguay",1,1,"Korea Republic",2,2,1,88
"Argentina",3,1,"Netherlands",4,2,2,88
"Spain",5,1,"Iran",6,2,3,88
"England",7,1,"Italy",8,2,4,88
"Qatar",1,2,"Switzerland",2,1,5,88
"Mexico",3,2,"Brazil",4,1,6,88
"Morocco",5,2,"Croatia",6,1,7,88
"Denmark",7,2,"France",8,1,8,88
"Switzerland",1,1,"Chile",2,2,1,89
"Spain",3,1,"Belgium",4,2,2,89
"Mexico",5,1,"Croatia",6,2,3,89
"Brazil",7,1,"Colombia",8,2,4,89
"Uruguay",1,2,"Australia",2,1,5,89
"Korea Republic",3,2,"Netherlands",4,1,6,89
"Argentina",5,2,"Portugal",6,1,7,89
"Japan",7,2,"France",8,1,8,89
"Denmark",1,1,"Italy",2,2,1,90
"Belgium",3,1,"Mexico",4,2,2,90
"England",5,1,"Portugal",6,2,3,90
"France",7,1,"Spain",8,2,4,90
"Poland",1,2,"Wales",2,1,5,90
"Germany",3,2,"Australia",4,1,6,90
"Colombia",5,2,"Netherlands",6,1,7,90
"Croatia",7,2,"Iran",8,1,8,90
"Qatar",1,1,"Argentina",2,2,1,91
"Spain",3,1,"Tunisia",4,2,2,91
"Belgium",5,1,"Wales",6,2,3,91
"Portugal",7,1,"Jamaica",8,2,4,91
"Poland",1,2,"Netherlands",2,1,5,91
"Germany",3,2,"France",4,1,6,91
"Mexico",5,2,"Brazil",6,1,7,91
"Uruguay",7,2,"England",8,1,8,91
"Mexico",1,1,"Chile",2,2,1,92
"Belgium",3,1,"Italy",4,2,2,92
"France",5,1,"Portugal",6,2,3,92
"Spain",7,1,"Croatia",8,2,4,92
"Poland",1,2,"Korea Republic",2,1,5,92
"Uruguay",3,2,"Argentina",4,1,6,92
"Netherlands",5,2,"Colombia",6,1,7,92
"Iran",7,2,"Brazil",8,1,8,92
"Wales",1,1,"United States",2,2,1,93
"Uruguay",3,1,"Colombia",4,2,2,93
"France",5,1,"Chile",6,2,3,93
"Netherlands",7,1,"Croatia",8,2,4,93
"Nigeria",1,2,"Argentina",2,1,5,93
"Switzerland",3,2,"Spain",4,1,6,93
"Germany",5,2,"England",6,1,7,93
"Belgium",7,2,"Brazil",8,1,8,93
"Uruguay",1,1,"Croatia",2,2,1,94
"Brazil",3,1,"Iran",4,2,2,94
"Spain",5,1,"England",6,2,3,94
"Senegal",7,1,"Mexico",8,2,4,94
"United States",1,2,"France",2,1,5,94
"Germany",3,2,"Colombia",4,1,6,94
"Morocco",5,2,"Italy",6,1,7,94
"Denmark",7,2,"Argentina",8,1,8,94
"Denmark",1,1,"Uruguay",2,2,1,95
"Netherlands",3,1,"England",4,2,2,95
"Portugal",5,1,"Colombia",6,2,3,95
"Argentina",7,1,"Belgium",8,2,4,95
"Qatar",1,2,"France",2,1,5,95
"Iran",3,2,"Mexico",4,1,6,95
"Germany",5,2,"Spain",6,1,7,95
"Tunisia",7,2,"Italy",8,1,8,95
"Qatar",1,1,"Uruguay",2,2,1,96
"Spain",3,1,"Wales",4,2,2,96
"Netherlands",5,1,"Mexico",6,2,3,96
"Belgium",7,1,"England",8,2,4,96
"Senegal",1,2,"Japan",2,1,5,96
"Germany",3,2,"Brazil",4,1,6,96
"Argentina",5,2,"Korea Republic",6,1,7,96
"Jamaica",7,2,"United States",8,1,8,96
"Italy",1,1,"Nigeria",2,2,1,97
"Iran",3,1,"Senegal",4,2,2,97
"France",5,1,"Portugal",6,2,3,97
"Mexico",7,1,"Chile",8,2,4,97
"Algeria",1,2,"Argentina",2,1,5,97
"Uruguay",3,2,"Spain",4,1,6,97
"Germany",5,2,"Morocco",6,1,7,97
"Brazil",7,2,"Belgium",8,1,8,97
"Colombia",1,1,"Algeria",2,2,1,98
"Italy",3,1,"Netherlands",4,2,2,98
"Portugal",5,1,"Australia",6,2,3,98
"Switzerland",7,1,"Chile",8,2,4,98
"Qatar",1,2,"Japan",2,1,5,98
"Brazil",3,2,"Korea Republic",4,1,6,98
"Denmark",5,2,"Argentina",6,1,7,98
"Uruguay",7,2,"Mexico",8,1,8,98
"Tunisia",1,1,"Uruguay",2,2,1,99
"Wales",3,1,"Spain",4,2,2,99
"Poland",5,1,"Algeria",6,2,3,99
"France",7,1,"England",8,2,4,99
"Germany",1,2,"Belgium",2,1,5,99
"Croatia",3,2,"Korea Republic",4,1,6,99
"Iran",5,2,"Netherlands",6,1,7,99
"Chile",7,2,"Denmark",8,1,8,99
"Germany",1,1,"Colombia",2,2,1,100
"Netherlands",3,1,"Uruguay",4,2,2,100
"Denmark",5,1,"Iran",6,2,3,100
"Italy",7,1,"Poland",8,2,4,100
"Qatar",1,2,"Portugal",2,1,5,100
"Brazil",3,2,"Spain",4,1,6,100
"Australia",5,2,"Mexico",6,1,7,100
"France",7,2,"Croatia",8,1,8,100
"Colombia",1,1,"Denmark",2,2,1,101
"Croatia",3,1,"Korea Republic",4,2,2,101
"Chile",5,1,"Senegal",6,2,3,101
"Netherlands",7,1,"Spain",8,2,4,101
"Qatar",1,2,"Brazil",2,1,5,101
"Portugal",3,2,"Germany",4,1,6,101
"England",5,2,"Mexico",6,1,7,101
"Poland",7,2,"Uruguay",8,1,8,101
"Italy",1,1,"Korea Republic",2,2,1,102
"Brazil",3,1,"Croatia",4,2,2,102
"France",5,1,"Senegal",6,2,3,102
"Belgium",7,1,"Netherlands",8,2,4,102
"Chile",1,2,"Wales",2,1,5,102
"Poland",3,2,"Argentina",4,1,6,102
"Germany",5,2,"Spain",6,1,7,102
"Colombia",7,2,"Portugal",8,1,8,102
"Qatar",1,1,"Poland",2,2,1,103
"Portugal",3,1,"England",4,2,2,103
"Australia",5,1,"Belgium",6,2,3,103
"Croatia",7,1,"Italy",8,2,4,103
"Colombia",1,2,"France",2,1,5,103
"Mexico",3,2,"Denmark",4,1,6,103
"Argentina",5,2,"Uruguay",6,1,7,103
"Brazil",7,2,"Spain",8,1,8,103
"Poland",1,1,"Mexico",2,2,1,104
"Japan",3,1,"Switzerland",4,2,2,104
"Portugal",5,1,"Australia",6,2,3,104
"Denmark",7,1,"Croatia",8,2,4,104
"Germany",1,2,"England",2,1,5,104
"France",3,2,"Brazil",4,1,6,104
"Colombia",5,2,"Italy",6,1,7,104
"Argentina",7,2,"Belgium",8,1,8,104
"Qatar",1,1,"Wales",2,2,1,105
"Brazil",3,1,"Denmark",4,2,2,105
"Colombia",5,1,"Mexico",6,2,3,105
"Spain",7,1,"United States",8,2,4,105
"Switzerland",1,2,"Uruguay",2,1,5,105
"Croatia",3,2,"Chile",4,1,6,105
"Portugal",5,2,"Poland",6,1,7,105
"Germany",7,2,"Netherlands",8,1,8,105
"Netherlands",1,1,"Australia",2,2,1,106
"Morocco",3,1,"Switzerland",4,2,2,106
"Denmark",5,1,"France",6,2,3,106
"England",7,1,"Uruguay",8,2,4,106
"Wales",1,2,"Brazil",2,1,5,106
"Argentina",3,2,"Spain",4,1,6,106
"Belgium",5,2,"Colombia",6,1,7,106
"Germany",7,2,"Portugal",8,1,8,106
"Mexico",1,1,"Italy",2,2,1,107
"Iran",3,1,"Argentina",4,2,2,107
"Switzerland",5,1,"Belgium",6,2,3,107
"Australia",7,1,"Japan",8,2,4,107
"Qatar",1,2,"Brazil",2,1,5,107
"France",3,2,"Wales",4,1,6,107
"Portugal",5,2,"Korea Republic",6,1,7,107
"Denmark",7,2,"Spain",8,1,8,107
"Netherlands",1,1,"Australia",2,2,1,108
"Mexico",3,1,"Tunisia",4,2,2,108
"Colombia",5,1,"Iran",6,2,3,108
"Brazil",7,1,"Croatia",8,2,4,108
"Morocco",1,2,"Belgium",2,1,5,108
"Korea Republic",3,2,"Spain",4,1,6,108
"Japan",5,2,"France",6,1,7,108
"Denmark",7,2,"England",8,1,8,108
"Uruguay",1,1,"Chile",2,2,1,109
"France",3,1,"Costa Rica",4,2,2,109
"Colombia",5,1,"Netherlands",6,2,3,109
"Portugal",7,1,"Switzerland",8,2,4,109
"United States",1,2,"Belgium",2,1,5,109
"Italy",3,2,"Argentina",4,1,6,109
"England",5,2,"Spain",6,1,7,109
"Germany",7,2,"Brazil",8,1,8,109
"Netherlands",1,1,"Portugal",2,2,1,110
"Mexico",3,1,"Brazil",4,2,2,110
"Japan",5,1,"Colombia",6,2,3,110
"Costa Rica",7,1,"Australia",8,2,4,110
"Switzerland",1,2,"Denmark",2,1,5,110
"Argentina",3,2,"Croatia",4,1,6,110
"Uruguay",5,2,"France",6,1,7,110
"England",7,2,"Germany",8,1,8,110
"Netherlands",1,1,"Mexico",2,2,1,111
"Denmark",3,1,"United States",4,2,2,111
"Italy",5,1,"Colombia",6,2,3,111
"Poland",7,1,"Croatia",8,2,4,111
"Qatar",1,2,"England",2,1,5,111
"Senegal",3,2,"Brazil",4,1,6,111
"France",5,2,"Belgium",6,1,7,111
"Australia",7,2,"Argentina",8,1,8,111
"Chile",1,1,"Nigeria",2,2,1,112
"Switzerland",3,1,"Poland",4,2,2,112
"Portugal",5,1,"Netherlands",6,2,3,112
"England",7,1,"Belgium",8,2,4,112
"Croatia",1,2,"Japan",2,1,5,112
"Mexico",3,2,"Spain",4,1,6,112
"Italy",5,2,"Argentina",6,1,7,112
"Costa Rica",7,2,"Uruguay",8,1,8,112
"Qatar",1,1,"Italy",2,2,1,113
"Uruguay",3,1,"Mexico",4,2,2,113
"Argentina",5,1,"Senegal",6,2,3,113
"Germany",7,1,"Morocco",8,2,4,113
"Netherlands",1,2,"England",2,1,5,113
"France",3,2,"Portugal",4,1,6,113
"Denmark",5,2,"Spain",6,1,7,113
"Brazil",7,2,"Belgium",8,1,8,113
"Germany",1,1,"Nigeria",2,2,1,114
"Uruguay",3,1,"Argentina",4,2,2,114
"Brazil",5,1,"Colombia",6,2,3,114
"France",7,1,"England",8,2,4,114
"Qatar",1,2,"Portugal",2,1,5,114
"Belgium",3,2,"Australia",4,1,6,114
"Croatia",5,2,"Spain",6,1,7,114
"Denmark",7,2,"Poland",8,1,8,114
"Mexico",1,1,"Algeria",2,2,1,115
"England",3,1,"Switzerland",4,2,2,115
"Portugal",5,1,"Argentina",6,2,3,115
"Spain",7,1,"Iran",8,2,4,115
"Poland",1,2,"Brazil",2,1,5,115
"Japan",3,2,"Italy",4,1,6,115
"Netherlands",5,2,"Germany",6,1,7,115
"Croatia",7,2,"Belgium",8,1,8,115
"Uruguay",1,1,"Iran",2,2,1,116
"England",3,1,"Australia",4,2,2,116
"Denmark",5,1,"Korea Republic",6,2,3,116
"Belgium",7,1,"Chile",8,2,4,116
"Poland",1,2,"Portugal",2,1,5,116
"Algeria",3,2,"Netherlands",4,1,6,116
"Switzerland",5,2,"Germany",6,1,7,116
"Colombia",7,2,"Spain",8,1,8,116
"Italy",1,1,"Algeria",2,2,1,117
"Netherlands",3,1,"Portugal",4,2,2,117
"Croatia",5,1,"Denmark",6,2,3,117
"Germany",7,1,"Uruguay",8,2,4,117
"Senegal",1,2,"Belgium",2,1,5,117
"England",3,2,"Korea Republic",4,1,6,117
"Japan",5,2,"Spain",6,1,7,117
"Brazil",7,2,"France",8,1,8,117
"Qatar",1,1,"Japan",2,2,1,118
"Iran",3,1,"Netherlands",4,2,2,118
"Uruguay",5,1,"Korea Republic",6,2,3,118
"Belgium",7,1,"England",8,2,4,118
"Denmark",1,2,"Spain",2,1,5,118
"Croatia",3,2,"Brazil",4,1,6,118
"France",5,2,"Mexico",6,1,7,118
"Colombia",7,2,"Chile",8,1,8,118
"Denmark",1,1,"Korea Republic",2,2,1,119
"Spain",3,1,"Netherlands",4,2,2,119
"England",5,1,"United States",6,2,3,119
"Algeria",7,1,"Croatia",8,2,4,119
"Qatar",1,2,"Germany",2,1,5,119
"Italy",3,2,"Brazil",4,1,6,119
"Australia",5,2,"Portugal",6,1,7,119
"Mexico",7,2,"Argentina",8,1,8,119
"Germany",1,1,"Iran",2,2,1,120
"Portugal",3,1,"England",4,2,2,120
"Spain",5,1,"Belgium",6,2,3,120
"France",7,1,"Japan",8,2,4,120
"Qatar",1,2,"Brazil",2,1,5,120
"Nigeria",3,2,"Mexico",4,1,6,120
"Colombia",5,2,"Korea Republic",6,1,7,120
"Chile",7,2,"Argentina",8,1,8,120
"Uruguay",1,1,"Portugal",2,2,1,121
"Netherlands",3,1,"Poland",4,2,2,121
"Australia",5,1,"Japan",6,2,3,121
"Belgium",7,1,"Brazil",8,2,4,121
"Qatar",1,2,"Germany",2,1,5,121
"Spain",3,2,"France",4,1,6,121
"England",5,2,"Argentina",6,1,7,121
"Mexico",7,2,"Wales",8,1,8,121
"Uruguay",1,1,"Denmark",2,2,1,122
"Switzerland",3,1,"Italy",4,2,2,122
"Argentina",5,1,"Chile",6,2,3,122
"Germany",7,1,"Algeria",8,2,4,122
"Costa Rica",1,2,"Morocco",2,1,5,122
"England",3,2,"Brazil",4,1,6,122
"Mexico",5,2,"Netherlands",6,1,7,122
"Poland",7,2,"France",8,1,8,122
"Croatia",1,1,"Uruguay",2,2,1,123
"Argentina",3,1,"Colombia",4,2,2,123
"Belgium",5,1,"Poland",6,2,3,123
"Switzerland",7,1,"Chile",8,2,4,123
"Qatar",1,2,"Japan",2,1,5,123
"Tunisia",3,2,"Portugal",4,1,6,123
"Germany",5,2,"Brazil",6,1,7,123
"Spain",7,2,"Netherlands",8,1,8,123
"Wales",1,1,"Argentina",2,2,1,124
"Colombia",3,1,"Croatia",4,2,2,124
"Netherlands",5,1,"Spain",6,2,3,124
"England",7,1,"Brazil",8,2,4,124
"Uruguay",1,2,"Mexico",2,1,5,124
"Australia",3,2,"France",4,1,6,124
"Belgium",5,2,"Chile",6,1,7,124
"Italy",7,2,"Denmark",8,1,8,124
"Mexico",1,1,"Portugal",2,2,1,125
"Italy",3,1,"Uruguay",4,2,2,125
"Argentina",5,1,"Wales",6,2,3,125
"Brazil",7,1,"Iran",8,2,4,125
"Morocco",1,2,"Algeria",2,1,5,125
"France",3,2,"Spain",4,1,6,125
"Korea Republic",5,2,"England",6,1,7,125
"Germany",7,2,"Belgium",8,1,8,125
"Uruguay",1,1,"Germany",2,2,1,126
"France",3,1,"Denmark",4,2,2,126
"England",5,1,"Wales",6,2,3,126
"Spain",7,1,"Nigeria",8,2,4,126
"Switzerland",1,2,"Brazil",2,1,5,126
"Netherlands",3,2,"Belgium",4,1,6,126
"Croatia",5,2,"Italy",6,1,7,126
"Colombia",7,2,"Mexico",8,1,8,126
"Italy",1,1,"Iran",2,2,1,127
"Mexico",3,1,"Netherlands",4,2,2,127
"Uruguay",5,1,"Belgium",6,2,3,127
"France",7,1,"United States",8,2,4,127
"Costa Rica",1,2,"Argentina",2,1,5,127
"Portugal",3,2,"Spain",4,1,6,127
"England",5,2,"Wales",6,1,7,127
"Korea Republic",7,2,"Brazil",8,1,8,127
"Wales",1,1,"Italy",2,2,1,128
"Uruguay",3,1,"Morocco",4,2,2,128
"Brazil",5,1,"Netherlands",6,2,3,128
"Germany",7,1,"Nigeria",8,2,4,128
"Denmark",1,2,"Korea Republic",2,1,5,128
"Senegal",3,2,"Mexico",4,1,6,128
"Japan",5,2,"Argentina",6,1,7,128
"Iran",7,2,"Spain",8,1,8,128
"Germany",1,1,"Chile",2,2,1,129
"Belgium",3,1,"Spain",4,2,2,129
"Portugal",5,1,"Denmark",6,2,3,129
"Argentina",7,1,"France",8,2,4,129
"Tunisia",1,2,"Italy",2,1,5,129
"United States",3,2,"Switzerland",4,1,6,129
"Morocco",5,2,"Brazil",6,1,7,129
"Netherlands",7,2,"Uruguay",8,1,8,129
"Netherlands",1,1,"Mexico",2,2,1,130
"England",3,1,"Germany",4,2,2,130
"United States",5,1,"Japan",6,2,3,130
"Spain",7,1,"Algeria",8,2,4,130
"Tunisia",1,2,"Belgium",2,1,5,130
"Denmark",3,2,"Brazil",4,1,6,130
"Italy",5,2,"Portugal",6,1,7,130
"Uruguay",7,2,"France",8,1,8,130
"Germany",1,1,"England",2,2,1,131
"Italy",3,1,"Croatia",4,2,2,131
"Switzerland",5,1,"Wales",6,2,3,131
"France",7,1,"Tunisia",8,2,4,131
"United States",1,2,"Uruguay",2,1,5,131
"Spain",3,2,"Japan",4,1,6,131
"Denmark",5,2,"Australia",6,1,7,131
"Mexico",7,2,"Netherlands",8,1,8,131
"Algeria",1,1,"Japan",2,2,1,132
"France",3,1,"Switzerland",4,2,2,132
"Belgium",5,1,"Brazil",6,2,3,132
"Croatia",7,1,"Denmark",8,2,4,132
"Qatar",1,2,"Mexico",2,1,5,132
"Colombia",3,2,"Uruguay",4,1,6,132
"Iran",5,2,"Netherlands",6,1,7,132
"Portugal",7,2,"Spain",8,1,8,132
"Senegal",1,1,"Chile",2,2,1,133
"Brazil",3,1,"Netherlands",4,2,2,133
"Japan",5,1,"England",6,2,3,133
"Belgium",7,1,"Switzerland",8,2,4,133
"Uruguay",1,2,"Portugal",2,1,5,133
"Mexico",3,2,"France",4,1,6,133
"Argentina",5,2,"Iran",6,1,7,133
"Croatia",7,2,"Spain",8,1,8,133
"Chile",1,1,"Croatia",2,2,1,134
"Italy",3,1,"Australia",4,2,2,134
"Morocco",5,1,"United States",6,2,3,134
"Switzerland",7,1,"France",8,2,4,134
"Jamaica",1,2,"Brazil",2,1,5,134
"Spain",3,2,"Belgium",4,1,6,134
"Argentina",5,2,"England",6,1,7,134
"Portugal",7,2,"Korea Republic",8,1,8,134
"United States",1,1,"Mexico",2,2,1,135
"Netherlands",3,1,"England",4,2,2,135
"Brazil",5,1,"France",6,2,3,135
"Iran",7,1,"Colombia",8,2,4,135
"Denmark",1,2,"Morocco",2,1,5,135
"Belgium",3,2,"Croatia",4,1,6,135
"Switzerland",5,2,"Italy",6,1,7,135
"Portugal",7,2,"Spain",8,1,8,135
"Poland",1,1,"Croatia",2,2,1,136
"Japan",3,1,"Germany",4,2,2,136
"Brazil",5,1,"Morocco",6,2,3,136
"Chile",7,1,"Netherlands",8,2,4,136
"Nigeria",1,2,"Spain",2,1,5,136
"France",3,2,"Argentina",4,1,6,136
"Denmark",5,2,"Belgium",6,1,7,136
"Costa Rica",7,2,"Switzerland",8,1,8,136
"Germany",1,1,"Brazil",2,2,1,137
"Chile",3,1,"United States",4,2,2,137
"Italy",5,1,"Poland",6,2,3,137
"Portugal",7,1,"England",8,2,4,137
"Qatar",1,2,"Mexico",2,1,5,137
"Korea Republic",3,2,"France",4,1,6,137
"Belgium",5,2,"Morocco",6,1,7,137
"Iran",7,2,"Japan",8,1,8,137
"Morocco",1,1,"Senegal",2,2,1,138
"Uruguay",3,1,"Brazil",4,2,2,138
"Argentina",5,1,"Japan",6,2,3,138
"Germany",7,1,"Australia",8,2,4,138
"Netherlands",1,2,"France",2,1,5,138
"England",3,2,"Denmark",4,1,6,138
"Iran",5,2,"Belgium",6,1,7,138
"Chile",7,2,"Portugal",8,1,8,138
"Germany",1,1,"Iran",2,2,1,139
"Brazil",3,1,"Italy",4,2,2,139
"Spain",5,1,"England",6,2,3,139
"Denmark",7,1,"Wales",8,2,4,139
"Qatar",1,2,"Belgium",2,1,5,139
"Croatia",3,2,"Argentina",4,1,6,139
"Colombia",5,2,"Mexico",6,1,7,139
"Nigeria",7,2,"France",8,1,8,139
"Qatar",1,1,"Netherlands",2,2,1,140
"Germany",3,1,"France",4,2,2,140
"Portugal",5,1,"Belgium",6,2,3,140
"Wales",7,1,"Uruguay",8,2,4,140
"Nigeria",1,2,"Argentina",2,1,5,140
"Brazil",3,2,"Denmark",4,1,6,140
"Colombia",5,2,"Mexico",6,1,7,140
"England",7,2,"Spain",8,1,8,140
"Denmark",1,1,"Germany",2,2,1,141
"Brazil",3,1,"Korea Republic",4,2,2,141
"Colombia",5,1,"Chile",6,2,3,141
"Argentina",7,1,"Netherlands",8,2,4,141
"Qatar",1,2,"Japan",2,1,5,141
"Iran",3,2,"France",4,1,6,141
"Portugal",5,2,"Croatia",6,1,7,141
"Switzerland",7,2,"Spain",8,1,8,141
"Colombia",1,1,"Spain",2,2,1,142
"Belgium",3,1,"England",4,2,2,142
"Argentina",5,1,"Wales",6,2,3,142
"Portugal",7,1,"Germany",8,2,4,142
"Nigeria",1,2,"Italy",2,1,5,142
"Croatia",3,2,"Denmark",4,1,6,142
"Switzerland",5,2,"France",6,1,7,142
"Mexico",7,2,"Brazil",8,1,8,142
"Morocco",1,1,"Poland",2,2,1,143
"France",3,1,"Australia",4,2,2,143
"Belgium",5,1,"Japan",6,2,3,143
"Algeria",7,1,"Denmark",8,2,4,143
"Italy",1,2,"Germany",2,1,5,143
"Switzerland",3,2,"Argentina",4,1,6,143
"Chile",5,2,"Portugal",6,1,7,143
"Spain",7,2,"Brazil",8,1,8,143
"Morocco",1,1,"Japan",2,2,1,144
"Belgium",3,1,"England",4,2,2,144
"Spain",5,1,"Switzerland",6,2,3,144
"Korea Republic",7,1,"Netherlands",8,2,4,144
"Denmark",1,2,"Croatia",2,1,5,144
"Australia",3,2,"Italy",4,1,6,144
"Colombia",5,2,"Mexico",6,1,7,144
"Uruguay",7,2,"France",8,1,8,144
"Italy",1,1,"Uruguay",2,2,1,145
"Brazil",3,1,"Argentina",4,2,2,145
"Germany",5,1,"Colombia",6,2,3,145
"Mexico",7,1,"Korea Republic",8,2,4,145
"Poland",1,2,"Belgium",2,1,5,145
"Denmark",3,2,"Netherlands",4,1,6,145
"Iran",5,2,"Portugal",6,1,7,145
"Spain",7,2,"Senegal",8,1,8,145
"Uruguay",1,1,"England",2,2,1,146
"Belgium",3,1,"Denmark",4,2,2,146
"Argentina",5,1,"Colombia",6,2,3,146
"France",7,1,"Spain",8,2,4,146
"Wales",1,2,"Senegal",2,1,5,146
"Netherlands",3,2,"Brazil",4,1,6,146
"Italy",5,2,"Portugal",6,1,7,146
"Iran",7,2,"Chile",8,1,8,146
"Mexico",1,1,"Italy",2,2,1,147
"Spain",3,1,"Senegal",4,2,2,147
"Iran",5,1,"Japan",6,2,3,147
"Brazil",7,1,"France",8,2,4,147
"Algeria",1,2,"Belgium",2,1,5,147
"Jamaica",3,2,"Portugal",4,1,6,147
"Argentina",5,2,"England",6,1,7,147
"Netherlands",7,2,"Croatia",8,1,8,147
"Costa Rica",1,1,"Italy",2,2,1,148
"Nigeria",3,1,"Colombia",4,2,2,148
"Spain",5,1,"Wales",6,2,3,148
"Switzerland",7,1,"Germany",8,2,4,148
"Denmark",1,2,"Belgium",2,1,5,148
"Uruguay",3,2,"England",4,1,6,148
"Australia",5,2,"Algeria",6,1,7,148
"Netherlands",7,2,"Brazil",8,1,8,148
"Uruguay",1,1,"Denmark",2,2,1,149
"Italy",3,1,"Croatia",4,2,2,149
"Belgium",5,1,"Korea Republic",6,2,3,149
"Argentina",7,1,"Germany",8,2,4,149
"Switzerland",1,2,"Spain",2,1,5,149
"Brazil",3,2,"Portugal",4,1,6,149
"Iran",5,2,"Netherlands",6,1,7,149
"Senegal",7,2,"Wales",8,1,8,149
"Netherlands",1,1,"Japan",2,2,1,150
"England",3,1,"Croatia",4,2,2,150
"Portugal",5,1,"Germany",6,2,3,150
"France",7,1,"Korea Republic",8,2,4,150
"Jamaica",1,2,"Belgium",2,1,5,150
"Iran",3,2,"Brazil",4,1,6,150
"Switzerland",5,2,"Algeria",6,1,7,150
"Colombia",7,2,"Italy",8,1,8,150
