"team","group_team","opp_team","group_opp_team","match_num_semi","simulation"
"Argentina","1","England","6","2","737"
"Croatia","1","Brazil","8","1","738"
"Argentina","1","South Korea","6","2","738"
"Spain","1","Brazil","7","1","739"
"Argentina","2","Germany","7","2","739"
"Argentina","2","Brazil","7","1","740"
"Croatia","1","South Korea","6","2","740"
"France","1","Costa Rica","6","1","741"
"Iran","2","England","6","2","741"
"Nigeria","1","South Korea","6","1","742"
"Argentina","2","Germany","5","2","742"
"Croatia","2","Germany","6","1","743"
"Argentina","1","Switzerland","5","2","743"
"Russia","1","Brazil","7","1","744"
"France","1","Costa Rica","8","2","744"
"Iceland","1","Brazil","7","1","745"
"Portugal","2","South Korea","6","2","745"
"Argentina","1","Germany","6","1","746"
"Spain","2","Colombia","6","2","746"
"Australia","1","Belgium","5","1","747"
"Argentina","1","Germany","6","2","747"
"France","1","Brazil","8","1","748"
"Spain","2","Belgium","6","2","748"
"France","1","Brazil","8","1","749"
"Iceland","2","Belgium","6","2","749"
"France","1","South Korea","6","1","750"
"Croatia","1","Poland","8","2","750"
"Uruguay","1","Brazil","8","1","751"
"Argentina","2","Colombia","6","2","751"
"Nigeria","1","Brazil","7","1","752"
"France","2","Germany","8","2","752"
"Portugal","2","Belgium","6","1","753"
"Spain","2","England","6","2","753"
"Morocco","1","Germany","5","1","754"
"Uruguay","1","South Korea","6","2","754"
"Uruguay","1","Brazil","8","1","755"
"Iran","3","Colombia","5","2","755"
"Spain","1","Brazil","8","1","756"
"Portugal","1","Costa Rica","6","2","756"
"Argentina","1","Brazil","7","1","757"
"Uruguay","1","Colombia","5","2","757"
"Uruguay","1","Belgium","5","1","758"
"Iran","2","Costa Rica","8","2","758"
"Portugal","1","Costa Rica","7","1","759"
"Spain","2","Germany","8","2","759"
"Argentina","1","Poland","8","1","760"
"Peru","1","Mexico","5","2","760"
"Spain","2","England","5","1","761"
"Croatia","1","Brazil","7","2","761"
"France","1","Colombia","5","1","762"
"Peru","2","South Korea","6","2","762"
"Peru","2","Brazil","8","1","763"
"Spain","1","Germany","6","2","763"
"Spain","1","Sweden","5","1","764"
"Denmark","1","Brazil","8","2","764"
"Uruguay","1","Colombia","7","1","765"
"Russia","2","Belgium","5","2","765"
"Argentina","2","Brazil","8","1","766"
"Spain","1","Germany","7","2","766"
"Uruguay","1","Brazil","7","1","767"
"Russia","2","Costa Rica","8","2","767"
"France","1","Poland","6","1","768"
"Croatia","2","Switzerland","5","2","768"
"Peru","1","Japan","8","1","769"
"Spain","2","Germany","6","2","769"
"Saudi Arabia","2","South Korea","6","1","770"
"Denmark","1","Colombia","6","2","770"
"Uruguay","1","Belgium","6","1","771"
"Portugal","2","England","8","2","771"
"France","1","Japan","6","1","772"
"Iran","1","Brazil","6","2","772"
"Spain","1","Belgium","5","1","773"
"Peru","1","Germany","7","2","773"
"Uruguay","1","Mexico","8","1","774"
"Peru","1","Brazil","8","2","774"
"Portugal","2","England","8","1","775"
"Spain","1","Germany","8","2","775"
"Argentina","1","Brazil","7","1","776"
"Croatia","2","Switzerland","5","2","776"
"Iran","1","South Korea","6","1","777"
"Peru","2","Mexico","6","2","777"
"Uruguay","1","Brazil","8","1","778"
"Croatia","1","Belgium","6","2","778"
"Iceland","1","England","8","1","779"
"Russia","1","Brazil","7","2","779"
"Russia","1","Brazil","6","1","780"
"Uruguay","1","Poland","8","2","780"
"Uruguay","1","Colombia","5","1","781"
"Portugal","2","Poland","8","2","781"
"Uruguay","1","Brazil","8","1","782"
"France","1","Sweden","5","2","782"
"Uruguay","1","South Korea","6","1","783"
"Spain","2","England","8","2","783"
"Croatia","2","Poland","5","1","784"
"Argentina","1","Brazil","8","2","784"
"Spain","1","Brazil","8","1","785"
"Croatia","2","Colombia","5","2","785"
"France","1","Brazil","8","1","786"
"Argentina","1","Germany","6","2","786"
"Argentina","1","Mexico","5","1","787"
"Croatia","2","Brazil","8","2","787"
"Iran","1","Germany","8","1","788"
"Spain","2","Japan","6","2","788"
"Iran","1","Brazil","8","1","789"
"Spain","1","Costa Rica","7","2","789"
"Portugal","1","Germany","5","1","790"
"Argentina","1","England","6","2","790"
"Uruguay","1","Brazil","8","1","791"
"Argentina","2","Colombia","5","2","791"
"Uruguay","1","Brazil","6","1","792"
"Spain","2","Germany","8","2","792"
"Portugal","1","South Korea","5","1","793"
"Argentina","2","England","5","2","793"
"Russia","1","South Korea","6","1","794"
"Argentina","1","Colombia","6","2","794"
"Argentina","1","Brazil","8","1","795"
"France","1","Switzerland","5","2","795"
"Uruguay","1","Mexico","5","1","796"
"Argentina","1","Panama","7","2","796"
"France","1","Colombia","7","1","797"
"Argentina","1","South Korea","5","2","797"
"France","1","Belgium","6","1","798"
"Spain","2","Mexico","5","2","798"
"Uruguay","1","South Korea","6","1","799"
"Portugal","1","Japan","5","2","799"
"Argentina","1","South Korea","5","1","800"
"Spain","2","Germany","8","2","800"
"Croatia","1","Brazil","8","1","801"
"Nigeria","2","Poland","8","2","801"
"Croatia","1","Brazil","8","1","802"
"Argentina","2","Germany","8","2","802"
"Egypt","2","Germany","8","1","803"
"Uruguay","1","England","5","2","803"
"Portugal","1","Colombia","6","1","804"
"Spain","2","Germany","7","2","804"
"Uruguay","1","Brazil","6","1","805"
"Portugal","1","Sweden","6","2","805"
"Uruguay","1","Switzerland","5","1","806"
"Spain","2","Japan","8","2","806"
"France","2","Germany","6","1","807"
"Spain","2","Serbia","6","2","807"
"Spain","1","South Korea","6","1","808"
"Argentina","1","Poland","8","2","808"
"Spain","1","England","6","1","809"
"Iceland","1","Belgium","5","2","809"
"France","1","Brazil","8","1","810"
"Uruguay","1","Mexico","8","2","810"
"Spain","1","Germany","6","1","811"
"Portugal","1","Switzerland","5","2","811"
"France","3","Germany","5","1","812"
"Argentina","1","South Korea","6","2","812"
"Russia","2","Brazil","7","1","813"
"Iran","2","Colombia","6","2","813"
"Argentina","1","Brazil","7","1","814"
"Australia","2","Belgium","5","2","814"
"Iceland","2","Japan","8","1","815"
"France","1","Poland","8","2","815"
"Iran","1","Germany","8","1","816"
"Portugal","1","Mexico","8","2","816"
"Croatia","1","Brazil","8","1","817"
"Argentina","1","Colombia","6","2","817"
"Uruguay","1","Germany","6","1","818"
"Argentina","2","Brazil","6","2","818"
"France","1","Japan","5","1","819"
"Egypt","2","Germany","6","2","819"
"Spain","2","Japan","6","1","820"
"Uruguay","1","South Korea","6","2","820"
"Denmark","1","Brazil","8","1","821"
"Spain","1","Sweden","7","2","821"
"Portugal","1","South Korea","6","1","822"
"Argentina","2","Germany","6","2","822"
"Russia","2","South Korea","6","1","823"
"Iceland","4","Mexico","5","2","823"
"France","1","Germany","6","1","824"
"Peru","1","Switzerland","5","2","824"
"Argentina","1","Belgium","6","1","825"
"Iran","4","England","6","2","825"
"Argentina","1","Germany","8","1","826"
"Portugal","1","Mexico","5","2","826"
"Russia","1","England","8","1","827"
"Argentina","1","Colombia","6","2","827"
"Egypt","3","Colombia","5","1","828"
"Uruguay","1","Germany","8","2","828"
"Iran","2","Sweden","7","1","829"
"Croatia","1","Colombia","6","2","829"
"France","1","Brazil","6","1","830"
"Spain","2","Switzerland","5","2","830"
"Argentina","1","Mexico","8","1","831"
"Croatia","1","Costa Rica","6","2","831"
"Uruguay","1","Belgium","6","1","832"
"France","1","Brazil","8","2","832"
"France","1","Brazil","8","1","833"
"Spain","1","Belgium","5","2","833"
"Portugal","1","Mexico","6","1","834"
"Spain","2","Germany","8","2","834"
"Argentina","1","Brazil","6","1","835"
"Croatia","2","Germany","6","2","835"
"Uruguay","1","Brazil","8","1","836"
"Portugal","1","Germany","8","2","836"
"Russia","1","South Korea","6","1","837"
"Spain","2","Belgium","6","2","837"
"Spain","2","Mexico","6","1","838"
"Argentina","1","Costa Rica","8","2","838"
"France","1","Germany","6","1","839"
"Argentina","1","Switzerland","5","2","839"
"Croatia","1","South Korea","6","1","840"
"France","1","Belgium","6","2","840"
"France","1","Japan","8","1","841"
"Argentina","2","Costa Rica","7","2","841"
"Iceland","1","Brazil","8","1","842"
"Portugal","1","England","6","2","842"
"Uruguay","1","Japan","5","1","843"
"Argentina","2","Colombia","8","2","843"
"Portugal","1","South Korea","6","1","844"
"Argentina","2","England","8","2","844"
"Iran","3","Mexico","8","1","845"
"Uruguay","1","Colombia","7","2","845"
"France","1","Mexico","6","1","846"
"Croatia","1","Costa Rica","7","2","846"
"Argentina","1","Colombia","6","1","847"
"Spain","2","Japan","6","2","847"
"Iran","1","England","5","1","848"
"Uruguay","1","Brazil","6","2","848"
"Argentina","1","England","8","1","849"
"Uruguay","1","Germany","7","2","849"
"Argentina","1","Brazil","8","1","850"
"Peru","2","Costa Rica","6","2","850"
"Iceland","1","Brazil","8","1","851"
"Argentina","2","Japan","6","2","851"
"Croatia","2","England","5","1","852"
"Uruguay","1","Belgium","6","2","852"
"Uruguay","1","Brazil","8","1","853"
"Portugal","1","Costa Rica","7","2","853"
"Peru","3","Mexico","6","1","854"
"Uruguay","1","Japan","5","2","854"
"Spain","2","Brazil","8","1","855"
"Argentina","1","Colombia","6","2","855"
"Peru","1","Sweden","6","1","856"
"Croatia","2","Germany","8","2","856"
"Portugal","2","Poland","8","1","857"
"France","1","South Korea","5","2","857"
"France","1","England","5","1","858"
"Uruguay","1","Brazil","8","2","858"
"Portugal","1","Japan","7","1","859"
"Denmark","1","Belgium","5","2","859"
"Iceland","2","England","8","1","860"
"Argentina","1","Brazil","7","2","860"
"Portugal","1","England","6","1","861"
"Iran","2","Panama","6","2","861"
"Peru","1","Brazil","7","1","862"
"Argentina","1","England","8","2","862"
"Argentina","1","Germany","5","1","863"
"Portugal","1","England","6","2","863"
"Argentina","1","England","6","1","864"
"Portugal","1","Mexico","6","2","864"
"Spain","2","Sweden","6","1","865"
"Peru","3","Belgium","5","2","865"
"France","1","Switzerland","5","1","866"
"Argentina","1","Sweden","6","2","866"
"France","1","Germany","8","1","867"
"Uruguay","1","Belgium","6","2","867"
"Portugal","1","Brazil","8","1","868"
"Argentina","1","Germany","5","2","868"
"Spain","1","Brazil","6","1","869"
"Argentina","1","Germany","6","2","869"
"France","1","Japan","5","1","870"
"Egypt","2","Brazil","7","2","870"
"Iceland","2","Belgium","6","1","871"
"Spain","1","Colombia","6","2","871"
"Iceland","1","Belgium","6","1","872"
"Argentina","1","Serbia","5","2","872"
"Iran","1","Germany","8","1","873"
"Iceland","4","England","6","2","873"
"Uruguay","1","Brazil","8","1","874"
"Iceland","1","Colombia","5","2","874"
"Australia","1","Belgium","6","1","875"
"Spain","2","Poland","5","2","875"
"Russia","2","Belgium","6","1","876"
"Argentina","2","Poland","6","2","876"
"Iran","1","Belgium","6","1","877"
"Argentina","2","Poland","5","2","877"
"France","1","England","6","1","878"
"Argentina","2","Germany","6","2","878"
"Russia","1","England","6","1","879"
"Uruguay","1","Belgium","6","2","879"
"Iceland","1","Brazil","8","1","880"
"Russia","1","Switzerland","5","2","880"
"France","1","Brazil","8","1","881"
"Argentina","2","Colombia","6","2","881"
"Portugal","1","England","6","1","882"
"Argentina","2","Panama","8","2","882"
"Argentina","1","Brazil","7","1","883"
"Portugal","2","Belgium","5","2","883"
"Croatia","1","Brazil","8","1","884"
"Argentina","2","Costa Rica","8","2","884"
"Iran","1","Germany","5","1","885"
"Argentina","2","Belgium","6","2","885"
"Iran","1","Poland","8","1","886"
"France","2","Germany","8","2","886"
"Croatia","1","Germany","6","1","887"
"Argentina","1","Brazil","7","2","887"
"Peru","1","Poland","8","1","888"
"France","2","Mexico","5","2","888"
"France","2","Brazil","6","1","889"
"Uruguay","1","Switzerland","5","2","889"
"Argentina","1","Brazil","7","1","890"
"Croatia","2","Belgium","6","2","890"
"Spain","1","Costa Rica","6","1","891"
"Russia","1","Mexico","5","2","891"
"Spain","2","Costa Rica","8","1","892"
"Uruguay","1","Colombia","6","2","892"
"Uruguay","1","Germany","6","1","893"
"Iran","1","Mexico","6","2","893"
"Spain","2","South Korea","7","1","894"
"Portugal","1","Panama","7","2","894"
"Argentina","2","Brazil","8","1","895"
"Iceland","1","South Korea","6","2","895"
"France","1","Japan","8","1","896"
"Russia","2","Germany","5","2","896"
"Spain","2","Brazil","6","1","897"
"Peru","1","Japan","5","2","897"
"France","1","Brazil","8","1","898"
"Iran","1","Switzerland","5","2","898"
"Spain","2","Brazil","8","1","899"
"Portugal","1","Colombia","5","2","899"
"Australia","2","South Korea","6","1","900"
"Spain","1","Switzerland","5","2","900"
"Iran","4","Belgium","6","1","901"
"Denmark","1","Brazil","7","2","901"
"Croatia","1","England","6","1","902"
"Peru","2","Germany","5","2","902"
"Argentina","2","Colombia","7","1","903"
"Iran","3","Belgium","5","2","903"
"Russia","1","Brazil","8","1","904"
"Uruguay","1","Germany","5","2","904"
"Uruguay","1","Colombia","7","1","905"
"Croatia","2","Poland","8","2","905"
"Spain","2","Brazil","8","1","906"
"Portugal","2","Colombia","5","2","906"
"France","1","Germany","5","1","907"
"Spain","2","Brazil","7","2","907"
"Spain","1","Belgium","6","1","908"
"Russia","1","Germany","8","2","908"
"Spain","1","Brazil","8","1","909"
"Iran","1","Costa Rica","6","2","909"
"Portugal","1","Switzerland","7","1","910"
"Iran","2","Mexico","6","2","910"
"Uruguay","1","Brazil","8","1","911"
"Argentina","2","Belgium","5","2","911"
"Uruguay","1","Brazil","6","1","912"
"France","1","England","6","2","912"
"Uruguay","1","Brazil","7","1","913"
"Croatia","1","Switzerland","5","2","913"
"France","1","Brazil","7","1","914"
"Spain","2","Germany","6","2","914"
"Croatia","2","England","8","1","915"
"Spain","1","Belgium","6","2","915"
"Argentina","2","Belgium","6","1","916"
"Uruguay","1","Poland","8","2","916"
"Argentina","1","Senegal","5","1","917"
"France","4","Germany","6","2","917"
"Spain","2","Belgium","6","1","918"
"Argentina","1","Japan","5","2","918"
"Saudi Arabia","1","Mexico","6","1","919"
"Iceland","2","Colombia","5","2","919"
"Argentina","1","Germany","6","1","920"
"Spain","1","Colombia","6","2","920"
"Croatia","1","Belgium","6","1","921"
"Portugal","1","Mexico","5","2","921"
"Argentina","2","Brazil","8","1","922"
"Croatia","1","Mexico","5","2","922"
"Denmark","2","Poland","8","1","923"
"Croatia","2","Switzerland","5","2","923"
"Argentina","1","South Korea","6","1","924"
"Spain","2","Brazil","7","2","924"
"Argentina","1","Brazil","6","1","925"
"France","2","Panama","5","2","925"
"Uruguay","1","Mexico","6","1","926"
"Argentina","1","Brazil","7","2","926"
"France","2","England","6","1","927"
"Argentina","2","Costa Rica","8","2","927"
"Uruguay","1","England","8","1","928"
"Argentina","1","South Korea","6","2","928"
"Russia","2","Brazil","8","1","929"
"Argentina","2","Germany","6","2","929"
"France","1","Colombia","7","1","930"
"Argentina","2","Germany","7","2","930"
"Croatia","2","South Korea","6","1","931"
"Argentina","1","Colombia","6","2","931"
"France","1","Poland","6","1","932"
"Spain","2","Germany","8","2","932"
"France","1","Belgium","6","1","933"
"Argentina","2","Germany","7","2","933"
"Nigeria","4","Brazil","8","1","934"
"Argentina","1","Costa Rica","6","2","934"
"Uruguay","1","England","7","1","935"
"Portugal","1","Brazil","7","2","935"
"Portugal","1","Colombia","6","1","936"
"Iran","1","England","8","2","936"
"Uruguay","1","Brazil","8","1","937"
"Croatia","2","Switzerland","5","2","937"
"France","1","Poland","8","1","938"
"Uruguay","1","Costa Rica","8","2","938"
"Spain","2","Costa Rica","7","1","939"
"Uruguay","1","Brazil","8","2","939"
"Spain","1","Brazil","8","1","940"
"Portugal","2","Germany","5","2","940"
"Spain","1","Belgium","5","1","941"
"Portugal","2","Germany","8","2","941"
"Peru","1","Japan","6","1","942"
"Spain","2","Germany","6","2","942"
"Uruguay","1","Costa Rica","7","1","943"
"Peru","3","South Korea","6","2","943"
"Iran","1","England","6","1","944"
"Australia","2","Japan","5","2","944"
"Iceland","1","Brazil","6","1","945"
"Argentina","2","England","8","2","945"
"France","2","Germany","5","1","946"
"Argentina","2","Sweden","6","2","946"
"Spain","2","Belgium","6","1","947"
"Uruguay","1","Germany","6","2","947"
"France","2","Poland","8","1","948"
"Argentina","2","Belgium","6","2","948"
"Uruguay","1","South Korea","6","1","949"
"Argentina","2","Colombia","5","2","949"
"Uruguay","1","England","6","1","950"
"Argentina","1","Costa Rica","6","2","950"
"France","2","South Korea","6","1","951"
"Uruguay","1","England","5","2","951"
"Peru","2","Brazil","8","1","952"
"Argentina","1","Germany","5","2","952"
"Iran","1","South Korea","6","1","953"
"Russia","1","Panama","8","2","953"
"Portugal","1","England","6","1","954"
"France","2","Belgium","5","2","954"
"Portugal","1","Belgium","6","1","955"
"Spain","1","Costa Rica","8","2","955"
"Iceland","1","South Korea","6","1","956"
"Spain","1","Poland","8","2","956"
"France","1","Belgium","6","1","957"
"Argentina","1","Colombia","6","2","957"
"Portugal","1","South Korea","6","1","958"
"Argentina","2","Costa Rica","7","2","958"
"Argentina","1","England","5","1","959"
"Spain","2","South Korea","6","2","959"
"France","1","Japan","8","1","960"
"Argentina","1","Germany","6","2","960"
"Spain","1","South Korea","6","1","961"
"Peru","1","Colombia","5","2","961"
"Argentina","2","Brazil","8","1","962"
"Spain","1","Colombia","6","2","962"
"France","1","Mexico","8","1","963"
"Spain","2","Colombia","6","2","963"
"France","1","Brazil","6","1","964"
"Portugal","1","Sweden","6","2","964"
"Argentina","2","Belgium","6","1","965"
"Croatia","1","Mexico","8","2","965"
"Argentina","1","Brazil","6","1","966"
"Portugal","1","Germany","5","2","966"
"Peru","3","Brazil","6","1","967"
"Denmark","2","Germany","6","2","967"
"France","1","Brazil","8","1","968"
"Iran","1","Costa Rica","6","2","968"
"Argentina","1","Brazil","6","1","969"
"Croatia","2","Costa Rica","8","2","969"
"France","2","Germany","6","1","970"
"Australia","2","South Korea","6","2","970"
"Croatia","1","Colombia","8","1","971"
"Argentina","1","Poland","5","2","971"
"France","1","Brazil","8","1","972"
"Argentina","2","Poland","7","2","972"
"France","3","England","6","1","973"
"Iran","1","Colombia","6","2","973"
"Portugal","2","Brazil","8","1","974"
"Iran","1","Costa Rica","7","2","974"
"France","1","Belgium","6","1","975"
"Croatia","1","Panama","6","2","975"
"France","4","Brazil","7","1","976"
"Spain","2","Japan","8","2","976"
"Spain","1","Brazil","6","1","977"
"Argentina","2","Germany","8","2","977"
"Spain","2","Germany","6","1","978"
"Argentina","1","England","8","2","978"
"Spain","1","Switzerland","5","1","979"
"Argentina","2","Poland","8","2","979"
"Iran","2","Poland","8","1","980"
"Argentina","1","Colombia","5","2","980"
"Argentina","1","Mexico","5","1","981"
"Russia","2","England","8","2","981"
"Iran","1","Belgium","6","1","982"
"Spain","2","England","6","2","982"
"Portugal","2","Germany","8","1","983"
"Croatia","2","Brazil","8","2","983"
"Spain","1","Belgium","6","1","984"
"Portugal","2","Germany","5","2","984"
"Uruguay","1","Brazil","8","1","985"
"Portugal","2","Colombia","5","2","985"
"France","2","Brazil","8","1","986"
"Croatia","1","Germany","5","2","986"
"Portugal","1","Belgium","6","1","987"
"Argentina","1","Germany","7","2","987"
"Russia","1","Brazil","8","1","988"
"Iceland","2","South Korea","6","2","988"
"Russia","1","Colombia","7","1","989"
"Uruguay","1","Germany","5","2","989"
"Iceland","1","Brazil","6","1","990"
"Croatia","2","Germany","5","2","990"
"France","1","Japan","5","1","991"
"Croatia","1","Switzerland","5","2","991"
"Portugal","1","Brazil","7","1","992"
"Croatia","2","Belgium","5","2","992"
"Spain","1","England","5","1","993"
"Argentina","1","Brazil","6","2","993"
"France","1","Germany","6","1","994"
"Australia","1","Japan","8","2","994"
"Peru","1","England","5","1","995"
"Argentina","2","Colombia","6","2","995"
"France","2","Mexico","6","1","996"
"Peru","1","England","6","2","996"
"Argentina","2","Costa Rica","6","1","997"
"France","1","Brazil","7","2","997"
"Nigeria","4","Brazil","7","1","998"
"Argentina","1","Mexico","5","2","998"
"Spain","1","Colombia","5","1","999"
"Croatia","2","Mexico","6","2","999"
"Spain","2","Poland","6","1","1000"
"Croatia","1","England","6","2","1000"
